등종류,행정동,소재지 주소,상세위치,위도,경도,데이터기준일 
가로등,대정읍,제주특별자치도 서귀포시 대정읍 일과리1291-4,,33.23903656,126.2287216,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 일과리1291-4,,33.23893738,126.2285309,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 일과리1291-4,,33.23831177,126.2287369,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 일과리1291-4,,33.23833084,126.2289581,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 인성리399-3,,33.2456398,126.2746353,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 인성리398-9,,33.24595261,126.274971,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 인성리398-8,,33.24623871,126.275383,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 인성리369-4,,33.24651718,126.2756424,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 인성리369-4,,33.2468605,126.2760239,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 인성리369-4,,33.24714279,126.2763824,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 인성리368-15,,33.24742126,126.276825,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 인성리368-14,,33.24751663,126.277153,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 인성리352-3,,33.24767303,126.2775192,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 인성리352-3,,33.24781036,126.2779465,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 인성리352-3,,33.2480278,126.2784882,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 인성리352-3,,33.24822617,126.279007,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 인성리352-3,,33.24832916,126.2793045,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 인성리352-3,,33.24846649,126.2796173,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 인성리276-4,,33.24863434,126.2801361,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 인성리267-14,,33.24882507,126.2806168,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 인성리267-15,,33.24901199,126.2810822,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 인성리268-9,,33.24913406,126.2814255,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 안성리1583-1,,33.24922562,126.2817459,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 안성리1485-1,,33.24942398,126.2822571,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 안성리1493-1,,33.24957275,126.282692,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 안성리1496-2,,33.24986267,126.2822342,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 안성리1496-3,,33.2497406,126.2824936,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 안성리1479-3,,33.2496109,126.2821579,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 안성리1585-2,,33.24944687,126.2817154,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 인성리267-8,,33.2492981,126.2813034,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 인성리267-12,,33.24921036,126.2809906,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 인성리267-10,,33.24900818,126.2805252,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 인성리267-10,,33.24882507,126.2800446,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 인성리265-3,,33.24863052,126.279541,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 인성리264-5,,33.24847412,126.2791061,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 인성리264-5,,33.24840164,126.2789078,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 인성리262-2,,33.24820328,126.2783813,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 인성리259-3,,33.24803162,126.2778549,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 인성리256-3,,33.24785233,126.2774124,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 인성리368-2,,33.24772263,126.2769547,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 인성리368-13,,33.24762726,126.2766876,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 보성리2138,,33.24730301,126.2762146,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 보성리1774-13,,33.24700546,126.2758179,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 보성리1776-1,,33.24658585,126.2753525,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 보성리1777-2,,33.24639511,126.2751389,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 보성리1779-1,,33.24606705,126.2748184,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 보성리1781-3,,33.24580383,126.2744751,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 인성리393-1,,33.2470665,126.2763596,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 인성리393-1,,33.24690247,126.2765427,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 인성리392,,33.24669647,126.2766037,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 인성리372-3,,33.24645996,126.2765503,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 인성리393-1,,33.24695587,126.2762604,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 인성리104-6,,33.24526978,126.2856369,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 인성리101-2,,33.24625778,126.2855682,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 인성리100-2,,33.2473259,126.285141,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 인성리122-5,,33.24752426,126.2850647,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 안성리1561-3,,33.24798584,126.2848969,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 안성리1530-3,,33.24913788,126.2844315,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 안성리1498-5,,33.24965668,126.2842178,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 안성리1498-5,,33.24962997,126.2840805,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 안성리1562-5,,33.24840164,126.284584,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 안성리1561-3,,33.2477951,126.2848282,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 인성리122-5,,33.24749756,126.2849426,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 인성리100-2,,33.24671555,126.2852478,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 인성리104-6,,33.24566269,126.2855606,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 인성리77-6,,33.24454117,126.2853546,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 인성리728-25,,33.23403168,126.2659225,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 인성리725-3,,33.23433304,126.2661743,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 인성리725-3,,33.23458099,126.2663651,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 인성리722-2,,33.2348175,126.266571,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 인성리722-2,,33.23503113,126.2667236,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 인성리721-2,,33.23527908,126.266922,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 인성리728-25,,33.23551941,126.2671127,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 인성리702,,33.23589706,126.2674179,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 인성리702,,33.23618317,126.2676315,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 인성리702,,33.23645401,126.2678528,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 인성리702,,33.23670959,126.2680664,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 인성리702,,33.23699951,126.2682877,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 인성리702,,33.23723984,126.268486,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 인성리702,,33.2375145,126.2686996,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 인성리702,,33.23784637,126.2689667,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 안성리1441-1,,33.25022507,126.2854004,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 안성리2038,,33.25018692,126.2849579,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 안성리1452-4,,33.25015259,126.2843628,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 안성리1447-8,,33.25041199,126.2839355,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 안성리1454-20,,33.25087738,126.2837524,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 안성리1457-1,,33.25128174,126.2836456,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 안성리1456-1,,33.25123596,126.2834091,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 안성리1454-23,,33.25077438,126.2835312,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 안성리1452-1,,33.25030518,126.2836914,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 안성리1452-2,,33.25006104,126.2836151,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 안성리1495-1,,33.24970245,126.2831726,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 안성리1498-3,,33.24983978,126.2837296,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 안성리1498-3,,33.24991226,126.2842026,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 안성리1499-1,,33.24988174,126.2846451,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 안성리1501-3,,33.24995804,126.2852554,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 안성리1378-2,,33.2528038,126.2835922,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 안성리1379-4,,33.25322723,126.2837372,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 안성리2038,,33.25367737,126.2839966,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 안성리1388-1,,33.25395584,126.2841492,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 안성리1392-4,,33.25428391,126.2844009,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 안성리1392-4,,33.25469208,126.2847137,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 안성리1334-2,,33.25466919,126.2844391,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 안성리1349-3,,33.25435638,126.2841415,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 안성리1350-2,,33.25406647,126.2837448,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 안성리1379-4,,33.25374985,126.2835159,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 안성리1379-4,,33.25364304,126.2836227,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 안성리1378-2,,33.25320435,126.2835007,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 안성리1462-2,,33.25273895,126.2833786,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 안성리524-1,,33.25795746,126.2877884,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 안성리521-1,,33.25758362,126.2874451,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 안성리1311-6,,33.25735474,126.2870255,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 안성리1311-4,,33.25738907,126.2869415,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 안성리1311-7,,33.25705338,126.2867966,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 안성리1314-3,,33.25663376,126.2864685,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 안성리1330-5,,33.25629044,126.2861328,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 안성리1320-6,,33.25619888,126.2862854,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 안성리1319,,33.25652313,126.2866211,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 안성리1317-3,,33.2568512,126.2870255,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 안성리518-1,,33.25727463,126.2873917,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 안성리518-1,,33.25754166,126.2876663,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 안성리486-3,,33.25784302,126.287941,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 안성리561-5,,33.26311874,126.291954,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 안성리607-4,,33.2627182,126.2915726,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 안성리605-3,,33.26241302,126.2910614,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 안성리604-5,,33.26223373,126.2909164,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 안성리605-6,,33.262043,126.2910538,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 안성리602-1,,33.26174927,126.290802,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 안성리597-1,,33.26136398,126.2905121,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 안성리597-1,,33.26130676,126.2907104,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 안성리602-1,,33.26171875,126.2910461,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 안성리605-6,,33.26210785,126.2913208,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 안성리563-2,,33.26229858,126.2915649,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 안성리562-3,,33.26275635,126.291893,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 안성리2038-34,,33.26309586,126.2922287,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 안성리2038-6,,33.26781845,126.2968369,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 안성리2038-6,,33.26758575,126.2966461,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 안덕면 덕수리2870-3,,33.26746368,126.2968063,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 안성리2869-6,,33.26774979,126.2970734,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 보성리2479,,33.28427124,126.2772751,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 보성리2479,,33.28442383,126.2775726,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 보성리2479,,33.28458786,126.2778473,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 보성리2479,,33.284832,126.2783508,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 보성리2479,,33.28495789,126.2786713,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 보성리2479,,33.28510284,126.2789536,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 보성리1185,,33.28535461,126.2794571,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 보성리1185,,33.28550339,126.279747,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 보성리1185,,33.28570938,126.2801056,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 보성리1185,,33.28595352,126.2805939,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 보성리1185,,33.28617859,126.2810135,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 구억리1185,,33.28653336,126.2814865,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 구억리1185,,33.28678131,126.2817612,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 구억리1185,,33.2869873,126.2819061,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 구억리1185,,33.28721619,126.2820892,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 구억리2371,,33.29111862,126.2834015,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 구억리2371,,33.29093933,126.283287,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 구억리2371,,33.29102707,126.2830353,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 구억리2371,,33.29111099,126.2827988,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 구억리2371,,33.2911911,126.2825928,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 구억리2371,,33.29125977,126.2824249,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 보성리2371,,33.29132843,126.2822647,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 보성리2371,,33.29146576,126.2821198,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 보성리2371,,33.29163361,126.282074,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 보성리2371,,33.29185486,126.2820816,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 보성리2371,,33.29204941,126.2820816,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 보성리2371,,33.29225159,126.2820816,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 보성리2371,,33.29243851,126.282074,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 보성리2371,,33.29270935,126.282074,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 보성리2371,,33.29193878,126.2814331,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 보성리2371,,33.29214478,126.2813492,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 보성리2371,,33.29239273,126.2812576,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 보성리2371,,33.29275894,126.2811737,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 보성리2371,,33.29290771,126.2812424,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 보성리2394-4,,33.29301453,126.2813873,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 보성리2395,,33.29305649,126.2815704,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 보성리2396,,33.29302979,126.2817764,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 보성리2396-2,,33.2929039,126.2819366,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 보성리2371,,33.29308319,126.2821503,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 보성리2371,,33.29301834,126.281929,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 보성리2371,,33.29276657,126.2809143,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 보성리2384-8,,33.29257965,126.2811127,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 보성리2389,,33.29174042,126.2813797,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 보성리2390,,33.29161835,126.2813721,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 보성리2390-1,,33.29150391,126.2813873,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 보성리2390-1,,33.29137039,126.2815552,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 보성리2390-5,,33.29178619,126.2816772,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 보성리2371,,33.29171753,126.2819977,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 구억리2479,,33.28709412,126.2817993,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 구억리2479,,33.28695679,126.2817154,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 구억리2479,,33.28673935,126.2814865,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 보성리2479,,33.28638077,126.281044,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 보성리2479,,33.28619385,126.2807693,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 보성리2479,,33.285923,126.2802734,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 보성리2479,,33.28569412,126.279808,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 보성리2479,,33.28554153,126.2794952,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 보성리2479,,33.28538132,126.2791901,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 보성리2479,,33.28529358,126.2790146,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 보성리2479,,33.28517151,126.2787704,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 보성리2479,,33.28502655,126.2784653,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 보성리2479,,33.28482437,126.2780609,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 보성리2479,,33.2845993,126.2776184,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 보성리2479,,33.28445435,126.2773285,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 보성리2479,,33.28416824,126.2767715,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 보성리2479,,33.28401947,126.276474,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 보성리2479,,33.28377151,126.2759705,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 보성리2479,,33.28352356,126.2754669,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 보성리2479,,33.28316116,126.2749634,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 보성리2479,,33.28299713,126.274704,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 보성리2479,,33.28288269,126.274498,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 보성리2479,,33.28269196,126.2740326,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 보성리2479,,33.28252411,126.2735062,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 보성리2479,,33.28227615,126.2729797,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 보성리2479,,33.2820282,126.2724762,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 보성리2479,,33.28184891,126.2720566,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 보성리2479,,33.2816658,126.2720261,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 보성리2479,,33.28180313,126.2722931,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 보성리2479,,33.28204346,126.272789,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 보성리2479,,33.28230286,126.2732849,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 보성리2479,,33.28250504,126.273819,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 보성리2479,,33.28268051,126.2743454,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 보성리2479,,33.28298187,126.27491,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 보성리2479,,33.2832489,126.2752609,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 보성리2479,,33.28356552,126.2757874,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 보성리2479,,33.28380585,126.2762909,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 보성리2479,,33.28397751,126.2767029,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 보성리2478,,33.28351212,126.2803116,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 보성리2478,,33.28338242,126.2800827,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 보성리2478,,33.28325653,126.2798157,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 보성리2478,,33.28313446,126.2795715,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 보성리2478,,33.28301239,126.2793274,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 보성리2478,,33.28288269,126.2790833,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 보성리2478,,33.28276062,126.2788391,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 보성리2478,,33.28263092,126.2785797,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 보성리2478,,33.28260803,126.2783585,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 보성리2478,,33.28272247,126.2781982,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 보성리2478,,33.28290939,126.2780609,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 보성리2478,,33.28310776,126.2779236,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 보성리2478,,33.28330612,126.2777863,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 보성리2478,,33.28348923,126.2776566,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 보성리2478,,33.28373718,126.2774734,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 보성리2478,,33.28395462,126.2773209,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 보성리2478,,33.28408813,126.2770844,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 보성리2478,,33.28102875,126.2755737,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 보성리2478,,33.28111267,126.2757187,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 보성리2478,,33.28129959,126.2760849,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 보성리2478,,33.28141785,126.276329,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 보성리2478,,33.28153229,126.2765656,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 보성리2478,,33.28165436,126.2768097,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 보성리2478,,33.28178024,126.2770538,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 보성리2478,,33.2818985,126.2772903,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 보성리2478,,33.28202438,126.2775421,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 보성리2478,,33.2821579,126.2778015,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 보성리2478,,33.28227997,126.2780457,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 보성리2478,,33.28231049,126.2782898,2025-07-25
가로등,대정읍,제주특별자치도 서귀포시 대정읍 보성리1173,,33.28110123,126.279335,2025-07-25
