base_year_month,sex,age_range,time_range,visit_population_count
201801,남성,10대,01시,466220.6
201801,남성,10대,02시,467563.5
201801,남성,10대,03시,469709.8
201801,남성,10대,04시,469544.1
201801,남성,10대,05시,469417.5
201801,남성,10대,06시,470914.5
201801,남성,10대,07시,478264.8
201801,남성,10대,08시,521350.1
201801,남성,10대,09시,566374.5
201801,남성,10대,10시,599893
201801,남성,10대,11시,630602.4
201801,남성,10대,12시,659673.5
201801,남성,10대,13시,694774.6
201801,남성,10대,14시,725724
201801,남성,10대,15시,749418.8
201801,남성,10대,16시,766469.9
201801,남성,10대,17시,775261.9
201801,남성,10대,18시,775910.3
201801,남성,10대,19시,770026.6
201801,남성,10대,20시,762034.7
201801,남성,10대,21시,746940.5
201801,남성,10대,22시,722407.3
201801,남성,10대,23시,691859.6
201801,남성,10대,24시,462927
201801,남성,10세 미만,01시,391563.6
201801,남성,10세 미만,02시,392714
201801,남성,10세 미만,03시,394549.8
201801,남성,10세 미만,04시,394404.4
201801,남성,10세 미만,05시,394293.2
201801,남성,10세 미만,06시,395571.1
201801,남성,10세 미만,07시,401860.6
201801,남성,10세 미만,08시,438643.9
201801,남성,10세 미만,09시,477058.7
201801,남성,10세 미만,10시,505718.6
201801,남성,10세 미만,11시,531967.9
201801,남성,10세 미만,12시,556820.1
201801,남성,10세 미만,13시,586825.2
201801,남성,10세 미만,14시,613267.7
201801,남성,10세 미만,15시,633517.3
201801,남성,10세 미만,16시,648090
201801,남성,10세 미만,17시,655604.5
201801,남성,10세 미만,18시,656149
201801,남성,10세 미만,19시,651135
201801,남성,10세 미만,20시,644301.3
201801,남성,10세 미만,21시,631404.5
201801,남성,10세 미만,22시,610475.6
201801,남성,10세 미만,23시,584423.9
201801,남성,10세 미만,24시,388706.1
201801,남성,20대,01시,594895.9
201801,남성,20대,02시,586622.8
201801,남성,20대,03시,582040.5
201801,남성,20대,04시,577948.9
201801,남성,20대,05시,576072.4
201801,남성,20대,06시,580701.5
201801,남성,20대,07시,599174.3
201801,남성,20대,08시,654488.7
201801,남성,20대,09시,704018.4
201801,남성,20대,10시,730930.5
201801,남성,20대,11시,751609.2
201801,남성,20대,12시,766910.8
201801,남성,20대,13시,781428.2
201801,남성,20대,14시,798400.4
201801,남성,20대,15시,811157.9
201801,남성,20대,16시,816920.9
201801,남성,20대,17시,813382.6
201801,남성,20대,18시,806771.1
201801,남성,20대,19시,814007.5
201801,남성,20대,20시,812887.8
201801,남성,20대,21시,808529.7
201801,남성,20대,22시,791072.2
201801,남성,20대,23시,760547
201801,남성,20대,24시,602306.3
201801,남성,30대,01시,496216.4
201801,남성,30대,02시,490262.6
201801,남성,30대,03시,489052.2
201801,남성,30대,04시,488432.6
201801,남성,30대,05시,491563.1
201801,남성,30대,06시,506147.6
201801,남성,30대,07시,546524.3
201801,남성,30대,08시,644099.3
201801,남성,30대,09시,728676.3
201801,남성,30대,10시,782479.8
201801,남성,30대,11시,822469.8
201801,남성,30대,12시,848405.6
201801,남성,30대,13시,868467.8
201801,남성,30대,14시,888771.3
201801,남성,30대,15시,896656.2
201801,남성,30대,16시,888343.3
201801,남성,30대,17시,867080.3
201801,남성,30대,18시,837903.5
201801,남성,30대,19시,826621
201801,남성,30대,20시,812207.5
201801,남성,30대,21시,792910.3
201801,남성,30대,22시,763495.7
201801,남성,30대,23시,727997.1
201801,남성,30대,24시,495902.3
201801,남성,40대,01시,630622
201801,남성,40대,02시,622983.2
201801,남성,40대,03시,622284
201801,남성,40대,04시,623385.4
201801,남성,40대,05시,629087.1
201801,남성,40대,06시,657937.7
201801,남성,40대,07시,735685.3
201801,남성,40대,08시,904101
201801,남성,40대,09시,1046515
201801,남성,40대,10시,1136017.9
201801,남성,40대,11시,1203809.6
201801,남성,40대,12시,1242191.2
201801,남성,40대,13시,1272739.5
201801,남성,40대,14시,1300887.5
201801,남성,40대,15시,1306585.7
201801,남성,40대,16시,1287515.2
201801,남성,40대,17시,1250200.3
201801,남성,40대,18시,1196609.6
201801,남성,40대,19시,1170263.4
201801,남성,40대,20시,1142404
201801,남성,40대,21시,1105784.5
201801,남성,40대,22시,1054416.1
201801,남성,40대,23시,1004132.4
201801,남성,40대,24시,636994.8
201801,남성,50대,01시,591113.5
201801,남성,50대,02시,584784.7
201801,남성,50대,03시,585939.2
201801,남성,50대,04시,587201.4
201801,남성,50대,05시,595526.9
201801,남성,50대,06시,631725.5
201801,남성,50대,07시,727722.3
201801,남성,50대,08시,897688.3
201801,남성,50대,09시,1028581.5
201801,남성,50대,10시,1123549.4
201801,남성,50대,11시,1197338.2
201801,남성,50대,12시,1236332.6
201801,남성,50대,13시,1264138.6
201801,남성,50대,14시,1289305.7
201801,남성,50대,15시,1298098.3
201801,남성,50대,16시,1278380
201801,남성,50대,17시,1241304.3
201801,남성,50대,18시,1180986.5
201801,남성,50대,19시,1158694
201801,남성,50대,20시,1121152.4
201801,남성,50대,21시,1075979
201801,남성,50대,22시,1019990.4
201801,남성,50대,23시,967588.3
201801,남성,50대,24시,597509.6
201801,남성,60대,01시,289085.6
201801,남성,60대,02시,288435.7
201801,남성,60대,03시,291669.5
201801,남성,60대,04시,293501.1
201801,남성,60대,05시,300442.4
201801,남성,60대,06시,322891.1
201801,남성,60대,07시,372212.1
201801,남성,60대,08시,442610.9
201801,남성,60대,09시,515808.4
201801,남성,60대,10시,577498.9
201801,남성,60대,11시,627078.2
201801,남성,60대,12시,652125.6
201801,남성,60대,13시,663134.3
201801,남성,60대,14시,677175.4
201801,남성,60대,15시,683111.4
201801,남성,60대,16시,673740.7
201801,남성,60대,17시,651707.5
201801,남성,60대,18시,621065.8
201801,남성,60대,19시,602129.8
201801,남성,60대,20시,579964.6
201801,남성,60대,21시,554356.7
201801,남성,60대,22시,527211
201801,남성,60대,23시,507041.2
201801,남성,60대,24시,292099.1
201801,남성,70대 이상,01시,96630.3
201801,남성,70대 이상,01시,36735.7
201801,남성,70대 이상,02시,37077.1
201801,남성,70대 이상,02시,97522.8
201801,남성,70대 이상,03시,100335.6
201801,남성,70대 이상,03시,38153.8
201801,남성,70대 이상,04시,101984.3
201801,남성,70대 이상,04시,38784.5
201801,남성,70대 이상,05시,105400.9
201801,남성,70대 이상,05시,40091.9
201801,남성,70대 이상,06시,110081.3
201801,남성,70대 이상,06시,41883
201801,남성,70대 이상,07시,46172.1
201801,남성,70대 이상,07시,121287.8
201801,남성,70대 이상,08시,139662.1
201801,남성,70대 이상,08시,53202.5
201801,남성,70대 이상,09시,168936.4
201801,남성,70대 이상,09시,64403.2
201801,남성,70대 이상,10시,202226.8
201801,남성,70대 이상,10시,77144.5
201801,남성,70대 이상,11시,228012.3
201801,남성,70대 이상,11시,87011.7
201801,남성,70대 이상,12시,242838.3
201801,남성,70대 이상,12시,92684.3
201801,남성,70대 이상,13시,95501.9
201801,남성,70대 이상,13시,250203.8
201801,남성,70대 이상,14시,255897.9
201801,남성,70대 이상,14시,97679.8
201801,남성,70대 이상,15시,258306.4
201801,남성,70대 이상,15시,98602.1
201801,남성,70대 이상,16시,254504.8
201801,남성,70대 이상,16시,97145.7
201801,남성,70대 이상,17시,245697.6
201801,남성,70대 이상,17시,93774.3
201801,남성,70대 이상,18시,234967.9
201801,남성,70대 이상,18시,89667.5
201801,남성,70대 이상,19시,227861.5
201801,남성,70대 이상,19시,86951.2
201801,남성,70대 이상,20시,84365
201801,남성,70대 이상,20시,221100.8
201801,남성,70대 이상,21시,215037.4
201801,남성,70대 이상,21시,82045.5
201801,남성,70대 이상,22시,208414.3
201801,남성,70대 이상,22시,79515.3
201801,남성,70대 이상,23시,204147.1
201801,남성,70대 이상,23시,77883.2
201801,남성,70대 이상,24시,96093.6
201801,남성,70대 이상,24시,36530.9
201801,여성,10대,01시,374463.5
201801,여성,10대,02시,376128.7
201801,여성,10대,03시,378360.9
201801,여성,10대,04시,379126.7
201801,여성,10대,05시,379513.6
201801,여성,10대,06시,381049.4
201801,여성,10대,07시,387502.2
201801,여성,10대,08시,414608.8
201801,여성,10대,09시,456729
201801,여성,10대,10시,488563.8
201801,여성,10대,11시,518949.8
201801,여성,10대,12시,548187.3
201801,여성,10대,13시,582391.4
201801,여성,10대,14시,617013.2
201801,여성,10대,15시,644149.6
201801,여성,10대,16시,664446.5
201801,여성,10대,17시,676419.3
201801,여성,10대,18시,680149.1
201801,여성,10대,19시,673421.4
201801,여성,10대,20시,665000.3
201801,여성,10대,21시,650562.2
201801,여성,10대,22시,626369.7
201801,여성,10대,23시,597442.8
201801,여성,10대,24시,370321.6
201801,여성,10세 미만,01시,332412
201801,여성,10세 미만,02시,333931.3
201801,여성,10세 미만,03시,335971.9
201801,여성,10세 미만,04시,336670.6
201801,여성,10세 미만,05시,337024.1
201801,여성,10세 미만,06시,338429
201801,여성,10세 미만,07시,344313.4
201801,여성,10세 미만,08시,368954.1
201801,여성,10세 미만,09시,407253.3
201801,여성,10세 미만,10시,436270.5
201801,여성,10세 미만,11시,463985.3
201801,여성,10세 미만,12시,490627
201801,여성,10세 미만,13시,521820.9
201801,여성,10세 미만,14시,553376.5
201801,여성,10세 미만,15시,578096.5
201801,여성,10세 미만,16시,596601.4
201801,여성,10세 미만,17시,607502.1
201801,여성,10세 미만,18시,610878.1
201801,여성,10세 미만,19시,604770.7
201801,여성,10세 미만,20시,597109.9
201801,여성,10세 미만,21시,583934.5
201801,여성,10세 미만,22시,561935
201801,여성,10세 미만,23시,535658.8
201801,여성,10세 미만,24시,328557.2
201801,여성,20대,01시,531186.5
201801,여성,20대,02시,527895.5
201801,여성,20대,03시,527780.9
201801,여성,20대,04시,527363.3
201801,여성,20대,05시,527842.5
201801,여성,20대,06시,532491.2
201801,여성,20대,07시,546442.8
201801,여성,20대,08시,588895.5
201801,여성,20대,09시,630951.5
201801,여성,20대,10시,655999.2
201801,여성,20대,11시,680450.5
201801,여성,20대,12시,699880.2
201801,여성,20대,13시,720945.4
201801,여성,20대,14시,742811.8
201801,여성,20대,15시,761593.9
201801,여성,20대,16시,770561.8
201801,여성,20대,17시,772683.7
201801,여성,20대,18시,769724.4
201801,여성,20대,19시,783527.9
201801,여성,20대,20시,778912.1
201801,여성,20대,21시,767897.8
201801,여성,20대,22시,741953.8
201801,여성,20대,23시,703497.2
201801,여성,20대,24시,532393.2
201801,여성,30대,01시,434909.8
201801,여성,30대,02시,434414.9
201801,여성,30대,03시,437124.3
201801,여성,30대,04시,438388.2
201801,여성,30대,05시,440349.9
201801,여성,30대,06시,447415.4
201801,여성,30대,07시,463783.7
201801,여성,30대,08시,513162.6
201801,여성,30대,09시,595267.3
201801,여성,30대,10시,663715
201801,여성,30대,11시,716624.7
201801,여성,30대,12시,758660.8
201801,여성,30대,13시,789023.9
201801,여성,30대,14시,813845.8
201801,여성,30대,15시,826458.9
201801,여성,30대,16시,820393.1
201801,여성,30대,17시,799886.6
201801,여성,30대,18시,773598.3
201801,여성,30대,19시,766415.2
201801,여성,30대,20시,753243.9
201801,여성,30대,21시,732196.4
201801,여성,30대,22시,701723.7
201801,여성,30대,23시,672170.4
201801,여성,30대,24시,427508.7
201801,여성,40대,01시,506055.2
201801,여성,40대,02시,505363.4
201801,여성,40대,03시,509130.3
201801,여성,40대,04시,510788.8
201801,여성,40대,05시,515607
201801,여성,40대,06시,529041.8
201801,여성,40대,07시,562386.8
201801,여성,40대,08시,660427.5
201801,여성,40대,09시,796191.2
201801,여성,40대,10시,898246
201801,여성,40대,11시,977469.9
201801,여성,40대,12시,1029043.5
201801,여성,40대,13시,1070044.5
201801,여성,40대,14시,1103229.5
201801,여성,40대,15시,1119142.8
201801,여성,40대,16시,1109286.2
201801,여성,40대,17시,1080827.1
201801,여성,40대,18시,1034937.5
201801,여성,40대,19시,1016273.5
201801,여성,40대,20시,997573
201801,여성,40대,21시,964413.4
201801,여성,40대,22시,917728.8
201801,여성,40대,23시,870399.9
201801,여성,40대,24시,501911.8
201801,여성,50대,01시,421237
201801,여성,50대,02시,423066
201801,여성,50대,03시,429035.2
201801,여성,50대,04시,433079.8
201801,여성,50대,05시,440585
201801,여성,50대,06시,460174.8
201801,여성,50대,07시,507417.7
201801,여성,50대,08시,602131.6
201801,여성,50대,09시,708620.8
201801,여성,50대,10시,795936.2
201801,여성,50대,11시,869718
201801,여성,50대,12시,920119
201801,여성,50대,13시,955152.4
201801,여성,50대,14시,983489.3
201801,여성,50대,15시,997494.5
201801,여성,50대,16시,985823.7
201801,여성,50대,17시,953610.6
201801,여성,50대,18시,913461.4
201801,여성,50대,19시,897257
201801,여성,50대,20시,872504.8
201801,여성,50대,21시,837715.1
201801,여성,50대,22시,792027.9
201801,여성,50대,23시,752505.9
201801,여성,50대,24시,416855.8
201801,여성,60대,01시,236623.4
201801,여성,60대,02시,238326.3
201801,여성,60대,03시,242786.1
201801,여성,60대,04시,245386.3
201801,여성,60대,05시,251319.9
201801,여성,60대,06시,264414.4
201801,여성,60대,07시,298152.6
201801,여성,60대,08시,342973.2
201801,여성,60대,09시,395742.4
201801,여성,60대,10시,453333.3
201801,여성,60대,11시,500698
201801,여성,60대,12시,533251.4
201801,여성,60대,13시,553134.6
201801,여성,60대,14시,567570.9
201801,여성,60대,15시,573736.4
201801,여성,60대,16시,564364.5
201801,여성,60대,17시,541100
201801,여성,60대,18시,517285.7
201801,여성,60대,19시,503862.8
201801,여성,60대,20시,492393.2
201801,여성,60대,21시,475285.3
201801,여성,60대,22시,454440.1
201801,여성,60대,23시,440004.7
201801,여성,60대,24시,233789.3
201801,여성,70대 이상,01시,123181.3
201801,여성,70대 이상,01시,83373.1
201801,여성,70대 이상,02시,124265.5
201801,여성,70대 이상,02시,84181.5
201801,여성,70대 이상,03시,125635.9
201801,여성,70대 이상,03시,85193
201801,여성,70대 이상,04시,126882.1
201801,여성,70대 이상,04시,86119.6
201801,여성,70대 이상,05시,130041.5
201801,여성,70대 이상,05시,88503.6
201801,여성,70대 이상,06시,135775.7
201801,여성,70대 이상,06시,92776.4
201801,여성,70대 이상,07시,150322.8
201801,여성,70대 이상,07시,103677.3
201801,여성,70대 이상,08시,170229.2
201801,여성,70대 이상,08시,118513.1
201801,여성,70대 이상,09시,195023.5
201801,여성,70대 이상,09시,137018.1
201801,여성,70대 이상,10시,222979.4
201801,여성,70대 이상,10시,157912.7
201801,여성,70대 이상,11시,248582.1
201801,여성,70대 이상,11시,177050.7
201801,여성,70대 이상,12시,267331.3
201801,여성,70대 이상,12시,191050.6
201801,여성,70대 이상,13시,280115.9
201801,여성,70대 이상,13시,200582.1
201801,여성,70대 이상,14시,206657.3
201801,여성,70대 이상,14시,288232.7
201801,여성,70대 이상,15시,291977.8
201801,여성,70대 이상,15시,209429.8
201801,여성,70대 이상,16시,287419.3
201801,여성,70대 이상,16시,205974.1
201801,여성,70대 이상,17시,278457.7
201801,여성,70대 이상,17시,199232.4
201801,여성,70대 이상,18시,264483
201801,여성,70대 이상,18시,188725.5
201801,여성,70대 이상,19시,182113.6
201801,여성,70대 이상,19시,255566.9
201801,여성,70대 이상,20시,179796.9
201801,여성,70대 이상,20시,252476.2
201801,여성,70대 이상,21시,175823.9
201801,여성,70대 이상,21시,247166.7
201801,여성,70대 이상,22시,171728.2
201801,여성,70대 이상,22시,241603.8
201801,여성,70대 이상,23시,237248.8
201801,여성,70대 이상,23시,168552.9
201801,여성,70대 이상,24시,122512.2
201801,여성,70대 이상,24시,82870.3
201802,남성,10대,01시,328564.3
201802,남성,10대,02시,327810.1
201802,남성,10대,03시,327095.7
201802,남성,10대,04시,325925.9
201802,남성,10대,05시,325125.5
201802,남성,10대,06시,326106
201802,남성,10대,07시,331267.7
201802,남성,10대,08시,355286.9
201802,남성,10대,09시,393133.7
201802,남성,10대,10시,429447.1
201802,남성,10대,11시,464213.3
201802,남성,10대,12시,498371.4
201802,남성,10대,13시,532383.9
201802,남성,10대,14시,565558.8
201802,남성,10대,15시,593612.7
201802,남성,10대,16시,610920
201802,남성,10대,17시,619425.1
201802,남성,10대,18시,621708.1
201802,남성,10대,19시,615304.1
201802,남성,10대,20시,609747.4
201802,남성,10대,21시,594692.9
201802,남성,10대,22시,571111.8
201802,남성,10대,23시,543510.6
201802,남성,10대,24시,327049.2
201802,남성,10세 미만,01시,277060.9
201802,남성,10세 미만,02시,276417.3
201802,남성,10세 미만,03시,275801.8
201802,남성,10세 미만,04시,274799.7
201802,남성,10세 미만,05시,274112.3
201802,남성,10세 미만,06시,274950.9
201802,남성,10세 미만,07시,279361.1
201802,남성,10세 미만,08시,299847.4
201802,남성,10세 미만,09시,332146.6
201802,남성,10세 미만,10시,363184.7
201802,남성,10세 미만,11시,392911.8
201802,남성,10세 미만,12시,422100.2
201802,남성,10세 미만,13시,451188.5
201802,남성,10세 미만,14시,479550.4
201802,남성,10세 미만,15시,503538.3
201802,남성,10세 미만,16시,518327.5
201802,남성,10세 미만,17시,525604.1
201802,남성,10세 미만,18시,527571.7
201802,남성,10세 미만,19시,522126
201802,남성,10세 미만,20시,517396
201802,남성,10세 미만,21시,504532.1
201802,남성,10세 미만,22시,484382.8
201802,남성,10세 미만,23시,460829.7
201802,남성,10세 미만,24시,275769.6
201802,남성,20대,01시,548492.2
201802,남성,20대,02시,539486.8
201802,남성,20대,03시,531777.2
201802,남성,20대,04시,525640.6
201802,남성,20대,05시,523166.6
201802,남성,20대,06시,526682.8
201802,남성,20대,07시,542822.2
201802,남성,20대,08시,595115.7
201802,남성,20대,09시,644814.7
201802,남성,20대,10시,672422.3
201802,남성,20대,11시,693275.3
201802,남성,20대,12시,709538.6
201802,남성,20대,13시,724677.3
201802,남성,20대,14시,741857.3
201802,남성,20대,15시,752166.2
201802,남성,20대,16시,758398.1
201802,남성,20대,17시,754201.7
201802,남성,20대,18시,746406.8
201802,남성,20대,19시,751876.1
201802,남성,20대,20시,750448
201802,남성,20대,21시,745498.8
201802,남성,20대,22시,730330.7
201802,남성,20대,23시,702081.1
201802,남성,20대,24시,560536.5
201802,남성,30대,01시,436649.5
201802,남성,30대,02시,430067.1
201802,남성,30대,03시,425419.4
201802,남성,30대,04시,424066.5
201802,남성,30대,05시,426582.1
201802,남성,30대,06시,438185.1
201802,남성,30대,07시,472569.4
201802,남성,30대,08시,558469.6
201802,남성,30대,09시,635103.4
201802,남성,30대,10시,684684.7
201802,남성,30대,11시,721951.2
201802,남성,30대,12시,748462.9
201802,남성,30대,13시,769243
201802,남성,30대,14시,788768.4
201802,남성,30대,15시,796601.2
201802,남성,30대,16시,787609.3
201802,남성,30대,17시,772097
201802,남성,30대,18시,744095.6
201802,남성,30대,19시,736966.1
201802,남성,30대,20시,725640.5
201802,남성,30대,21시,706826.3
201802,남성,30대,22시,681040.7
201802,남성,30대,23시,649498.8
201802,남성,30대,24시,447902.8
201802,남성,40대,01시,531936.9
201802,남성,40대,02시,522866.6
201802,남성,40대,03시,517848.8
201802,남성,40대,04시,517609.5
201802,남성,40대,05시,522305.3
201802,남성,40대,06시,546066.8
201802,남성,40대,07시,612021.1
201802,남성,40대,08시,763485.6
201802,남성,40대,09시,888409.5
201802,남성,40대,10시,973675.7
201802,남성,40대,11시,1035705.1
201802,남성,40대,12시,1073267.8
201802,남성,40대,13시,1102837.3
201802,남성,40대,14시,1125884.3
201802,남성,40대,15시,1130962.1
201802,남성,40대,16시,1116035
201802,남성,40대,17시,1084123.3
201802,남성,40대,18시,1036925.1
201802,남성,40대,19시,1016571
201802,남성,40대,20시,992642
201802,남성,40대,21시,960400.8
201802,남성,40대,22시,915458.3
201802,남성,40대,23시,869979.9
201802,남성,40대,24시,547179.6
201802,남성,50대,01시,480059.7
201802,남성,50대,02시,471506
201802,남성,50대,03시,467495.1
201802,남성,50대,04시,467233.5
201802,남성,50대,05시,474301.4
201802,남성,50대,06시,504989.6
201802,남성,50대,07시,584977.1
201802,남성,50대,08시,734700.2
201802,남성,50대,09시,857558.6
201802,남성,50대,10시,947402.3
201802,남성,50대,11시,1013127.5
201802,남성,50대,12시,1052378.1
201802,남성,50대,13시,1077690.7
201802,남성,50대,14시,1101021.8
201802,남성,50대,15시,1107426.3
201802,남성,50대,16시,1092663.6
201802,남성,50대,17시,1060092.8
201802,남성,50대,18시,1009475.3
201802,남성,50대,19시,990076.6
201802,남성,50대,20시,957558.4
201802,남성,50대,21시,917455
201802,남성,50대,22시,864133.4
201802,남성,50대,23시,817586.4
201802,남성,50대,24시,494509.2
201802,남성,60대,01시,233730.8
201802,남성,60대,02시,231569.5
201802,남성,60대,03시,231019.3
201802,남성,60대,04시,231656.4
201802,남성,60대,05시,237635.8
201802,남성,60대,06시,256066.1
201802,남성,60대,07시,296587.1
201802,남성,60대,08시,360471.7
201802,남성,60대,09시,432178.9
201802,남성,60대,10시,491067.9
201802,남성,60대,11시,534233.3
201802,남성,60대,12시,555426.1
201802,남성,60대,13시,567159.9
201802,남성,60대,14시,579696.1
201802,남성,60대,15시,583667.9
201802,남성,60대,16시,576032.6
201802,남성,60대,17시,556095.7
201802,남성,60대,18시,528917.6
201802,남성,60대,19시,510552.2
201802,남성,60대,20시,489753.3
201802,남성,60대,21시,465824.5
201802,남성,60대,22시,442841.8
201802,남성,60대,23시,424884.2
201802,남성,60대,24시,237803.8
201802,남성,70대 이상,01시,29827.8
201802,남성,70대 이상,01시,78416.2
201802,남성,70대 이상,02시,78728.3
201802,남성,70대 이상,02시,29947.2
201802,남성,70대 이상,03시,79349.1
201802,남성,70대 이상,03시,30184.7
201802,남성,70대 이상,04시,80026.9
201802,남성,70대 이상,04시,30444.1
201802,남성,70대 이상,05시,83004.5
201802,남성,70대 이상,05시,31583.3
201802,남성,70대 이상,06시,87527.4
201802,남성,70대 이상,06시,33314.3
201802,남성,70대 이상,07시,97671.5
201802,남성,70대 이상,07시,37196.2
201802,남성,70대 이상,08시,116842
201802,남성,70대 이상,08시,44529.4
201802,남성,70대 이상,09시,145182
201802,남성,70대 이상,09시,55373.5
201802,남성,70대 이상,10시,66742.8
201802,남성,70대 이상,10시,174891.7
201802,남성,70대 이상,11시,75412.5
201802,남성,70대 이상,11시,197547.8
201802,남성,70대 이상,12시,80128.3
201802,남성,70대 이상,12시,209871.9
201802,남성,70대 이상,13시,82213.7
201802,남성,70대 이상,13시,215322.7
201802,남성,70대 이상,14시,84602
201802,남성,70대 이상,14시,221566.9
201802,남성,70대 이상,15시,223692.2
201802,남성,70대 이상,15시,85414.8
201802,남성,70대 이상,16시,220524.5
201802,남성,70대 이상,16시,84201.9
201802,남성,70대 이상,17시,212275.8
201802,남성,70대 이상,17시,81045.5
201802,남성,70대 이상,18시,201569.3
201802,남성,70대 이상,18시,76949.8
201802,남성,70대 이상,19시,195296.4
201802,남성,70대 이상,19시,74552.6
201802,남성,70대 이상,20시,189377.2
201802,남성,70대 이상,20시,72287.9
201802,남성,70대 이상,21시,183737
201802,남성,70대 이상,21시,70131.9
201802,남성,70대 이상,22시,177297.5
201802,남성,70대 이상,22시,67668.4
201802,남성,70대 이상,23시,172927.4
201802,남성,70대 이상,23시,65997.1
201802,남성,70대 이상,24시,78746.4
201802,남성,70대 이상,24시,29952.2
201802,여성,10대,01시,302721.4
201802,여성,10대,02시,303364.3
201802,여성,10대,03시,303353.5
201802,여성,10대,04시,303674.6
201802,여성,10대,05시,303962.8
201802,여성,10대,06시,305050.6
201802,여성,10대,07시,309690.9
201802,여성,10대,08시,326305.7
201802,여성,10대,09시,359769.5
201802,여성,10대,10시,392080.4
201802,여성,10대,11시,427324.2
201802,여성,10대,12시,463069.5
201802,여성,10대,13시,499878.5
201802,여성,10대,14시,534211.3
201802,여성,10대,15시,564722.3
201802,여성,10대,16시,589160.6
201802,여성,10대,17시,596327.5
201802,여성,10대,18시,597587.9
201802,여성,10대,19시,591699
201802,여성,10대,20시,582834.3
201802,여성,10대,21시,567948.3
201802,여성,10대,22시,544550.8
201802,여성,10대,23시,515534.7
201802,여성,10대,24시,300859.6
201802,여성,10세 미만,01시,269759.3
201802,여성,10세 미만,02시,270348
201802,여성,10세 미만,03시,270338.1
201802,여성,10세 미만,04시,270628.1
201802,여성,10세 미만,05시,270888.6
201802,여성,10세 미만,06시,271883.3
201802,여성,10세 미만,07시,276113.2
201802,여성,10세 미만,08시,291198.9
201802,여성,10세 미만,09시,321616.5
201802,여성,10세 미만,10시,351073.7
201802,여성,10세 미만,11시,383197
201802,여성,10세 미만,12시,415757.1
201802,여성,10세 미만,13시,449324.8
201802,여성,10세 미만,14시,480627
201802,여성,10세 미만,15시,508458.6
201802,여성,10세 미만,16시,530713.5
201802,여성,10세 미만,17시,537245
201802,여성,10세 미만,18시,538397.3
201802,여성,10세 미만,19시,533071.7
201802,여성,10세 미만,20시,525019.7
201802,여성,10세 미만,21시,511449.6
201802,여성,10세 미만,22시,490170.1
201802,여성,10세 미만,23시,463822.4
201802,여성,10세 미만,24시,268077.9
201802,여성,20대,01시,469643.6
201802,여성,20대,02시,465006.9
201802,여성,20대,03시,462378.8
201802,여성,20대,04시,461044.6
201802,여성,20대,05시,461265.9
201802,여성,20대,06시,465366.9
201802,여성,20대,07시,477274.8
201802,여성,20대,08시,513994.1
201802,여성,20대,09시,557150.7
201802,여성,20대,10시,584066.8
201802,여성,20대,11시,608936.1
201802,여성,20대,12시,631129.2
201802,여성,20대,13시,655598.8
201802,여성,20대,14시,676918.2
201802,여성,20대,15시,694106.3
201802,여성,20대,16시,702464.1
201802,여성,20대,17시,703934.5
201802,여성,20대,18시,699508.2
201802,여성,20대,19시,712705.9
201802,여성,20대,20시,709406.5
201802,여성,20대,21시,697622.2
201802,여성,20대,22시,672805.8
201802,여성,20대,23시,636961.1
201802,여성,20대,24시,479383.9
201802,여성,30대,01시,384444.1
201802,여성,30대,02시,382956.6
201802,여성,30대,03시,382436.5
201802,여성,30대,04시,383161.5
201802,여성,30대,05시,384751.6
201802,여성,30대,06시,390484.7
201802,여성,30대,07시,404859.4
201802,여성,30대,08시,449252.3
201802,여성,30대,09시,520842.7
201802,여성,30대,10시,586261
201802,여성,30대,11시,638385.9
201802,여성,30대,12시,678627.4
201802,여성,30대,13시,708150.5
201802,여성,30대,14시,731096.1
201802,여성,30대,15시,743444.1
201802,여성,30대,16시,739118.2
201802,여성,30대,17시,721611.4
201802,여성,30대,18시,698431.5
201802,여성,30대,19시,693999.1
201802,여성,30대,20시,682770.3
201802,여성,30대,21시,662813.6
201802,여성,30대,22시,634861.7
201802,여성,30대,23시,607101.4
201802,여성,30대,24시,391898.4
201802,여성,40대,01시,414104.3
201802,여성,40대,02시,411873.3
201802,여성,40대,03시,410834.3
201802,여성,40대,04시,411256.4
201802,여성,40대,05시,414570.6
201802,여성,40대,06시,424829.4
201802,여성,40대,07시,452315.7
201802,여성,40대,08시,532415.9
201802,여성,40대,09시,655812.2
201802,여성,40대,10시,753935
201802,여성,40대,11시,830011
201802,여성,40대,12시,880009.4
201802,여성,40대,13시,919870.5
201802,여성,40대,14시,952399.2
201802,여성,40대,15시,968470.8
201802,여성,40대,16시,963166.8
201802,여성,40대,17시,938416.5
201802,여성,40대,18시,897792.5
201802,여성,40대,19시,881950.5
201802,여성,40대,20시,863577.8
201802,여성,40대,21시,834447.3
201802,여성,40대,22시,789994.2
201802,여성,40대,23시,747773.7
201802,여성,40대,24시,422591.8
201802,여성,50대,01시,331195
201802,여성,50대,02시,330781.3
201802,여성,50대,03시,331423.1
201802,여성,50대,04시,333512.7
201802,여성,50대,05시,339313.4
201802,여성,50대,06시,355299.4
201802,여성,50대,07시,393729.6
201802,여성,50대,08시,475685.3
201802,여성,50대,09시,577398.6
201802,여성,50대,10시,663271.2
201802,여성,50대,11시,732233
201802,여성,50대,12시,778780.9
201802,여성,50대,13시,810303
201802,여성,50대,14시,835471.2
201802,여성,50대,15시,850055.9
201802,여성,50대,16시,840862
