base_year_month,sex,age_range,time_range,work_population_count
201801,남성,10대,01시,39190.3
201801,남성,10대,02시,38388.5
201801,남성,10대,03시,37960.7
201801,남성,10대,04시,37392.5
201801,남성,10대,05시,37259.7
201801,남성,10대,06시,37557.8
201801,남성,10대,07시,38145.3
201801,남성,10대,08시,54822.7
201801,남성,10대,09시,87354.5
201801,남성,10대,10시,99927.5
201801,남성,10대,11시,107884
201801,남성,10대,12시,112147.7
201801,남성,10대,13시,112343.1
201801,남성,10대,14시,110509.2
201801,남성,10대,15시,112233.8
201801,남성,10대,16시,110240.5
201801,남성,10대,17시,105101.9
201801,남성,10대,18시,98751.4
201801,남성,10대,19시,89991.2
201801,남성,10대,20시,84543.2
201801,남성,10대,21시,79665.8
201801,남성,10대,22시,73493.3
201801,남성,10대,23시,66739.9
201801,남성,10대,24시,40511.5
201801,남성,10세 미만,01시,33289.2
201801,남성,10세 미만,02시,32605.4
201801,남성,10세 미만,03시,32237.1
201801,남성,10세 미만,04시,31752.4
201801,남성,10세 미만,05시,31638.8
201801,남성,10세 미만,06시,31895
201801,남성,10세 미만,07시,32395.9
201801,남성,10세 미만,08시,46665.8
201801,남성,10세 미만,09시,74493.8
201801,남성,10세 미만,10시,85250
201801,남성,10세 미만,11시,92060.7
201801,남성,10세 미만,12시,95712.4
201801,남성,10세 미만,13시,95883.9
201801,남성,10세 미만,14시,94320.5
201801,남성,10세 미만,15시,95797.2
201801,남성,10세 미만,16시,94091.3
201801,남성,10세 미만,17시,89697.9
201801,남성,10세 미만,18시,84266.9
201801,남성,10세 미만,19시,76777.9
201801,남성,10세 미만,20시,72118.4
201801,남성,10세 미만,21시,67946.3
201801,남성,10세 미만,22시,62666.8
201801,남성,10세 미만,23시,56881.9
201801,남성,10세 미만,24시,34417.6
201801,남성,20대,01시,57994
201801,남성,20대,02시,55035
201801,남성,20대,03시,52972.1
201801,남성,20대,04시,51732.3
201801,남성,20대,05시,52234
201801,남성,20대,06시,54613.3
201801,남성,20대,07시,61177.1
201801,남성,20대,08시,89211.2
201801,남성,20대,09시,144682.2
201801,남성,20대,10시,166579
201801,남성,20대,11시,177264.8
201801,남성,20대,12시,184677.2
201801,남성,20대,13시,191089
201801,남성,20대,14시,195249.8
201801,남성,20대,15시,196241.6
201801,남성,20대,16시,196172.6
201801,남성,20대,17시,194426.7
201801,남성,20대,18시,180306
201801,남성,20대,19시,139141.7
201801,남성,20대,20시,118930.7
201801,남성,20대,21시,106285.8
201801,남성,20대,22시,93441.1
201801,남성,20대,23시,80725.9
201801,남성,20대,24시,63814
201801,남성,30대,01시,62262.9
201801,남성,30대,02시,58904.7
201801,남성,30대,03시,57277.7
201801,남성,30대,04시,56411.6
201801,남성,30대,05시,57015.9
201801,남성,30대,06시,60280.2
201801,남성,30대,07시,72225.3
201801,남성,30대,08시,116342.1
201801,남성,30대,09시,203436.5
201801,남성,30대,10시,236712.3
201801,남성,30대,11시,248971.9
201801,남성,30대,12시,258698.8
201801,남성,30대,13시,265001.8
201801,남성,30대,14시,267443.4
201801,남성,30대,15시,266997.7
201801,남성,30대,16시,267053.8
201801,남성,30대,17시,264077.4
201801,남성,30대,18시,241952
201801,남성,30대,19시,176749.3
201801,남성,30대,20시,142059.6
201801,남성,30대,21시,122697.6
201801,남성,30대,22시,104903.2
201801,남성,30대,23시,91666.7
201801,남성,30대,24시,68042.1
201801,남성,40대,01시,82502
201801,남성,40대,02시,79326.9
201801,남성,40대,03시,77384.8
201801,남성,40대,04시,76371.2
201801,남성,40대,05시,76537.9
201801,남성,40대,06시,80641
201801,남성,40대,07시,97799.3
201801,남성,40대,08시,164604.2
201801,남성,40대,09시,274943.4
201801,남성,40대,10시,303795.2
201801,남성,40대,11시,317209.1
201801,남성,40대,12시,330199
201801,남성,40대,13시,333223.6
201801,남성,40대,14시,335300
201801,남성,40대,15시,335130.8
201801,남성,40대,16시,336650.7
201801,남성,40대,17시,330359.8
201801,남성,40대,18시,294811.1
201801,남성,40대,19시,210593.9
201801,남성,40대,20시,174555.8
201801,남성,40대,21시,151937
201801,남성,40대,22시,133337.6
201801,남성,40대,23시,117962.9
201801,남성,40대,24시,87581.7
201801,남성,50대,01시,75320.5
201801,남성,50대,02시,72982.9
201801,남성,50대,03시,71934.1
201801,남성,50대,04시,71485.5
201801,남성,50대,05시,71973.5
201801,남성,50대,06시,75479.4
201801,남성,50대,07시,95263.6
201801,남성,50대,08시,154303.3
201801,남성,50대,09시,234731.4
201801,남성,50대,10시,257263.4
201801,남성,50대,11시,270602.4
201801,남성,50대,12시,280767
201801,남성,50대,13시,280935
201801,남성,50대,14시,282722.3
201801,남성,50대,15시,282063.4
201801,남성,50대,16시,281760.9
201801,남성,50대,17시,272394.1
201801,남성,50대,18시,239751
201801,남성,50대,19시,168836.3
201801,남성,50대,20시,145692.4
201801,남성,50대,21시,130636
201801,남성,50대,22시,118031.6
201801,남성,50대,23시,107248
201801,남성,50대,24시,79785.9
201801,남성,60대,01시,40483.4
201801,남성,60대,02시,39169
201801,남성,60대,03시,38639.5
201801,남성,60대,04시,38438.2
201801,남성,60대,05시,38472.7
201801,남성,60대,06시,39683.1
201801,남성,60대,07시,44111
201801,남성,60대,08시,57201.9
201801,남성,60대,09시,75256.7
201801,남성,60대,10시,84108.4
201801,남성,60대,11시,88827.5
201801,남성,60대,12시,91514.4
201801,남성,60대,13시,93602.3
201801,남성,60대,14시,94850.8
201801,남성,60대,15시,94470.3
201801,남성,60대,16시,93799.1
201801,남성,60대,17시,90063.4
201801,남성,60대,18시,80233.1
201801,남성,60대,19시,66428.6
201801,남성,60대,20시,60916.6
201801,남성,60대,21시,58111.7
201801,남성,60대,22시,55317.3
201801,남성,60대,23시,53097.9
201801,남성,60대,24시,41953.4
201801,남성,70대 이상,01시,14529.3
201801,남성,70대 이상,01시,5536.8
201801,남성,70대 이상,02시,5552.2
201801,남성,70대 이상,02시,14569.7
201801,남성,70대 이상,03시,14426.9
201801,남성,70대 이상,03시,5497.5
201801,남성,70대 이상,04시,14464.9
201801,남성,70대 이상,04시,5512.1
201801,남성,70대 이상,05시,14552.7
201801,남성,70대 이상,05시,5545.7
201801,남성,70대 이상,06시,15123
201801,남성,70대 이상,06시,5763.9
201801,남성,70대 이상,07시,5995.3
201801,남성,70대 이상,07시,15728.7
201801,남성,70대 이상,08시,17900.5
201801,남성,70대 이상,08시,6827
201801,남성,70대 이상,09시,22524.1
201801,남성,70대 이상,09시,8598.9
201801,남성,70대 이상,10시,23867.9
201801,남성,70대 이상,10시,9113.7
201801,남성,70대 이상,11시,25019.1
201801,남성,70대 이상,11시,9555.3
201801,남성,70대 이상,12시,25479.3
201801,남성,70대 이상,12시,9732
201801,남성,70대 이상,13시,9962.9
201801,남성,70대 이상,13시,26081.9
201801,남성,70대 이상,14시,25929.9
201801,남성,70대 이상,14시,9904.5
201801,남성,70대 이상,15시,25839.4
201801,남성,70대 이상,15시,9869
201801,남성,70대 이상,16시,26196.2
201801,남성,70대 이상,16시,10005.8
201801,남성,70대 이상,17시,26362.1
201801,남성,70대 이상,17시,10068.4
201801,남성,70대 이상,18시,23716.8
201801,남성,70대 이상,18시,9056.4
201801,남성,70대 이상,19시,20603.1
201801,남성,70대 이상,19시,7864.6
201801,남성,70대 이상,20시,7513.8
201801,남성,70대 이상,20시,19688.4
201801,남성,70대 이상,21시,19251.5
201801,남성,70대 이상,21시,7345.6
201801,남성,70대 이상,22시,19210.3
201801,남성,70대 이상,22시,7328.5
201801,남성,70대 이상,23시,18673
201801,남성,70대 이상,23시,7122.6
201801,남성,70대 이상,24시,15128.8
201801,남성,70대 이상,24시,5766.1
201801,여성,10대,01시,32423.4
201801,여성,10대,02시,31996.6
201801,여성,10대,03시,31789.4
201801,여성,10대,04시,31676.5
201801,여성,10대,05시,31802.9
201801,여성,10대,06시,32194.5
201801,여성,10대,07시,32540.3
201801,여성,10대,08시,42196.8
201801,여성,10대,09시,72700
201801,여성,10대,10시,83769.7
201801,여성,10대,11시,90905
201801,여성,10대,12시,97338.9
201801,여성,10대,13시,99500.4
201801,여성,10대,14시,97757.2
201801,여성,10대,15시,98222.6
201801,여성,10대,16시,95745.8
201801,여성,10대,17시,94111.9
201801,여성,10대,18시,87681.3
201801,여성,10대,19시,82207.1
201801,여성,10대,20시,77594.8
201801,여성,10대,21시,74311
201801,여성,10대,22시,68748
201801,여성,10대,23시,60785
201801,여성,10대,24시,33751.7
201801,여성,10세 미만,01시,29232.2
201801,여성,10세 미만,02시,28841.7
201801,여성,10세 미만,03시,28650.8
201801,여성,10세 미만,04시,28546.3
201801,여성,10세 미만,05시,28659.2
201801,여성,10세 미만,06시,29016.2
201801,여성,10세 미만,07시,29333.6
201801,여성,10세 미만,08시,38149.6
201801,여성,10세 미만,09시,65977.7
201801,여성,10세 미만,10시,76083.2
201801,여성,10세 미만,11시,82598.4
201801,여성,10세 미만,12시,88468.1
201801,여성,10세 미만,13시,90440.4
201801,여성,10세 미만,14시,88859.2
201801,여성,10세 미만,15시,89289.7
201801,여성,10세 미만,16시,87025
201801,여성,10세 미만,17시,85539.1
201801,여성,10세 미만,18시,79677.8
201801,여성,10세 미만,19시,74688.9
201801,여성,10세 미만,20시,70482.4
201801,여성,10세 미만,21시,67481.2
201801,여성,10세 미만,22시,62399.4
201801,여성,10세 미만,23시,55125.7
201801,여성,10세 미만,24시,30437.2
201801,여성,20대,01시,44319
201801,여성,20대,02시,42267.8
201801,여성,20대,03시,41021
201801,여성,20대,04시,40306.9
201801,여성,20대,05시,40971
201801,여성,20대,06시,45585.8
201801,여성,20대,07시,50706.3
201801,여성,20대,08시,75102.1
201801,여성,20대,09시,144856.2
201801,여성,20대,10시,174534.4
201801,여성,20대,11시,187694.5
201801,여성,20대,12시,199941.6
201801,여성,20대,13시,209319.2
201801,여성,20대,14시,215385.5
201801,여성,20대,15시,214740.4
201801,여성,20대,16시,213240.5
201801,여성,20대,17시,208637.4
201801,여성,20대,18시,194638.2
201801,여성,20대,19시,142193.5
201801,여성,20대,20시,116149.6
201801,여성,20대,21시,100933.9
201801,여성,20대,22시,84122.7
201801,여성,20대,23시,71424.9
201801,여성,20대,24시,48337.8
201801,여성,30대,01시,41611.3
201801,여성,30대,02시,40288.9
201801,여성,30대,03시,39914.6
201801,여성,30대,04시,39721.7
201801,여성,30대,05시,40081.4
201801,여성,30대,06시,41858.1
201801,여성,30대,07시,45610.4
201801,여성,30대,08시,69566.7
201801,여성,30대,09시,146813.2
201801,여성,30대,10시,177054.4
201801,여성,30대,11시,191341.6
201801,여성,30대,12시,200816.6
201801,여성,30대,13시,206643.8
201801,여성,30대,14시,210218.5
201801,여성,30대,15시,209925.8
201801,여성,30대,16시,208012.8
201801,여성,30대,17시,201644.4
201801,여성,30대,18시,181015.2
201801,여성,30대,19시,124551.5
201801,여성,30대,20시,100167.1
201801,여성,30대,21시,86899.7
201801,여성,30대,22시,76112.8
201801,여성,30대,23시,67812.5
201801,여성,30대,24시,44263
201801,여성,40대,01시,55624.4
201801,여성,40대,02시,52343.8
201801,여성,40대,03시,50852.7
201801,여성,40대,04시,50337.2
201801,여성,40대,05시,50696.9
201801,여성,40대,06시,52851.9
201801,여성,40대,07시,58758.1
201801,여성,40대,08시,95497
201801,여성,40대,09시,194180.5
201801,여성,40대,10시,239359.5
201801,여성,40대,11시,260472.8
201801,여성,40대,12시,278103.3
201801,여성,40대,13시,284115.8
201801,여성,40대,14시,289478
201801,여성,40대,15시,291243.8
201801,여성,40대,16시,290166.7
201801,여성,40대,17시,281361
201801,여성,40대,18시,250388.2
201801,여성,40대,19시,177945.7
201801,여성,40대,20시,145558.6
201801,여성,40대,21시,128403.6
201801,여성,40대,22시,112001.3
201801,여성,40대,23시,99507.7
201801,여성,40대,24시,60643.1
201801,여성,50대,01시,60008.8
201801,여성,50대,02시,56484
201801,여성,50대,03시,54145.1
201801,여성,50대,04시,53125.8
201801,여성,50대,05시,53150
201801,여성,50대,06시,55259
201801,여성,50대,07시,64048.2
201801,여성,50대,08시,102588
201801,여성,50대,09시,166116.4
201801,여성,50대,10시,197969.4
201801,여성,50대,11시,213634.5
201801,여성,50대,12시,225574.6
201801,여성,50대,13시,231389
201801,여성,50대,14시,235680.7
201801,여성,50대,15시,236803.7
201801,여성,50대,16시,233013
201801,여성,50대,17시,222938.2
201801,여성,50대,18시,198650.6
201801,여성,50대,19시,156890.4
201801,여성,50대,20시,138328.4
201801,여성,50대,21시,126252.5
201801,여성,50대,22시,110520.2
201801,여성,50대,23시,99987.3
201801,여성,50대,24시,65324.2
201801,여성,60대,01시,31944.6
201801,여성,60대,02시,30478.5
201801,여성,60대,03시,29187
201801,여성,60대,04시,28710.3
201801,여성,60대,05시,28249.8
201801,여성,60대,06시,28715.2
201801,여성,60대,07시,33336.2
201801,여성,60대,08시,43434.3
201801,여성,60대,09시,57464.3
201801,여성,60대,10시,65326.3
201801,여성,60대,11시,70018.3
201801,여성,60대,12시,73391.9
201801,여성,60대,13시,74932.6
201801,여성,60대,14시,75989.1
201801,여성,60대,15시,76303.6
201801,여성,60대,16시,76492.7
201801,여성,60대,17시,73730.9
201801,여성,60대,18시,67755.4
201801,여성,60대,19시,59478.1
201801,여성,60대,20시,54779
201801,여성,60대,21시,51384
201801,여성,60대,22시,48591.4
201801,여성,60대,23시,46357.1
201801,여성,60대,24시,33485.7
201801,여성,70대 이상,01시,18052.7
201801,여성,70대 이상,01시,12629
201801,여성,70대 이상,02시,17421.8
201801,여성,70대 이상,02시,12165.7
201801,여성,70대 이상,03시,16963.8
201801,여성,70대 이상,03시,11835.9
201801,여성,70대 이상,04시,16883.2
201801,여성,70대 이상,04시,11781.1
201801,여성,70대 이상,05시,17086.4
201801,여성,70대 이상,05시,11927.8
201801,여성,70대 이상,06시,17004.5
201801,여성,70대 이상,06시,11873.2
201801,여성,70대 이상,07시,17865.8
201801,여성,70대 이상,07시,12522.2
201801,여성,70대 이상,08시,20583.9
201801,여성,70대 이상,08시,14572.1
201801,여성,70대 이상,09시,24957
201801,여성,70대 이상,09시,17864.5
201801,여성,70대 이상,10시,28511.2
201801,여성,70대 이상,10시,20563.2
201801,여성,70대 이상,11시,29694.6
201801,여성,70대 이상,11시,21473.8
201801,여성,70대 이상,12시,30364.9
201801,여성,70대 이상,12시,21992.1
201801,여성,70대 이상,13시,30184.6
201801,여성,70대 이상,13시,21868.6
201801,여성,70대 이상,14시,22206
201801,여성,70대 이상,14시,30643.4
201801,여성,70대 이상,15시,30748.6
201801,여성,70대 이상,15시,22290.8
201801,여성,70대 이상,16시,31327.9
201801,여성,70대 이상,16시,22715.2
201801,여성,70대 이상,17시,30599.1
201801,여성,70대 이상,17시,22162
201801,여성,70대 이상,18시,29379.6
201801,여성,70대 이상,18시,21251.2
201801,여성,70대 이상,19시,18544
201801,여성,70대 이상,19시,25773.7
201801,여성,70대 이상,20시,17193.6
201801,여성,70대 이상,20시,23963
201801,여성,70대 이상,21시,16754.3
201801,여성,70대 이상,21시,23378.2
201801,여성,70대 이상,22시,16398.9
201801,여성,70대 이상,22시,22922.8
201801,여성,70대 이상,23시,22220.4
201801,여성,70대 이상,23시,15859.3
201801,여성,70대 이상,24시,18328.5
201801,여성,70대 이상,24시,12823
201802,남성,10대,01시,33664.4
201802,남성,10대,02시,33104.8
201802,남성,10대,03시,32405.2
201802,남성,10대,04시,32058.2
201802,남성,10대,05시,31689.1
201802,남성,10대,06시,31690.7
201802,남성,10대,07시,32229.1
201802,남성,10대,08시,34611.2
201802,남성,10대,09시,41503.5
201802,남성,10대,10시,46802.7
201802,남성,10대,11시,50409.4
201802,남성,10대,12시,54996.7
201802,남성,10대,13시,60080.9
201802,남성,10대,14시,63660.7
201802,남성,10대,15시,67111.1
201802,남성,10대,16시,69195.9
201802,남성,10대,17시,70916.7
201802,남성,10대,18시,71463.7
201802,남성,10대,19시,67300.6
201802,남성,10대,20시,62771.3
201802,남성,10대,21시,59688.9
201802,남성,10대,22시,54484.3
201802,남성,10대,23시,49415
201802,남성,10대,24시,35835.5
201802,남성,10세 미만,01시,28601.7
201802,남성,10세 미만,02시,28122.8
201802,남성,10세 미만,03시,27525.7
201802,남성,10세 미만,04시,27227.5
201802,남성,10세 미만,05시,26912
201802,남성,10세 미만,06시,26913.6
201802,남성,10세 미만,07시,27375.3
201802,남성,10세 미만,08시,29415.1
201802,남성,10세 미만,09시,35314.8
201802,남성,10세 미만,10시,39851.7
201802,남성,10세 미만,11시,42940.3
201802,남성,10세 미만,12시,46865.4
201802,남성,10세 미만,13시,51218.2
201802,남성,10세 미만,14시,54285.1
201802,남성,10세 미만,15시,57238
201802,남성,10세 미만,16시,59023.6
201802,남성,10세 미만,17시,60494.3
201802,남성,10세 미만,18시,60960.8
201802,남성,10세 미만,19시,57400.9
201802,남성,10세 미만,20시,53527.4
201802,남성,10세 미만,21시,50888.7
201802,남성,10세 미만,22시,46434.8
201802,남성,10세 미만,23시,42087.9
201802,남성,10세 미만,24시,30464.5
201802,남성,20대,01시,54085.7
201802,남성,20대,02시,51299.4
201802,남성,20대,03시,49404.5
201802,남성,20대,04시,48578.7
201802,남성,20대,05시,48797.3
201802,남성,20대,06시,51161.8
201802,남성,20대,07시,56410.4
201802,남성,20대,08시,78253.4
201802,남성,20대,09시,123760.9
201802,남성,20대,10시,142040.4
201802,남성,20대,11시,150275
201802,남성,20대,12시,157207.6
201802,남성,20대,13시,163603.1
201802,남성,20대,14시,167083.8
201802,남성,20대,15시,168523.8
201802,남성,20대,16시,168239.7
201802,남성,20대,17시,167485.6
201802,남성,20대,18시,157991
201802,남성,20대,19시,123416.3
201802,남성,20대,20시,106051.1
201802,남성,20대,21시,95542.1
201802,남성,20대,22시,83989.3
201802,남성,20대,23시,72792.2
201802,남성,20대,24시,59710.3
201802,남성,30대,01시,58282.7
201802,남성,30대,02시,55561.5
201802,남성,30대,03시,54096.2
201802,남성,30대,04시,53180
201802,남성,30대,05시,53259.4
201802,남성,30대,06시,55960
201802,남성,30대,07시,65450.9
201802,남성,30대,08시,103392.6
201802,남성,30대,09시,174742.7
201802,남성,30대,10시,202137.3
201802,남성,30대,11시,212130
201802,남성,30대,12시,221157.5
201802,남성,30대,13시,225849.1
201802,남성,30대,14시,227091
201802,남성,30대,15시,227725.4
201802,남성,30대,16시,228046.5
201802,남성,30대,17시,225782.2
201802,남성,30대,18시,210714.5
201802,남성,30대,19시,156318.4
201802,남성,30대,20시,126244.3
201802,남성,30대,21시,108965.3
201802,남성,30대,22시,94248.7
201802,남성,30대,23시,82070.7
201802,남성,30대,24시,63646.4
201802,남성,40대,01시,74053.5
201802,남성,40대,02시,70682.2
201802,남성,40대,03시,69014.2
201802,남성,40대,04시,67892.8
201802,남성,40대,05시,68125
201802,남성,40대,06시,71686
201802,남성,40대,07시,86844.5
201802,남성,40대,08시,141193.1
201802,남성,40대,09시,229896.7
201802,남성,40대,10시,254426.2
201802,남성,40대,11시,264974.2
201802,남성,40대,12시,275218.1
201802,남성,40대,13시,278616.9
201802,남성,40대,14시,281428.7
201802,남성,40대,15시,281144.9
201802,남성,40대,16시,282053.3
201802,남성,40대,17시,278674.9
201802,남성,40대,18시,254204.9
201802,남성,40대,19시,184645.5
201802,남성,40대,20시,152484.1
201802,남성,40대,21시,133701.8
201802,남성,40대,22시,116346.7
201802,남성,40대,23시,103775.7
201802,남성,40대,24시,79258.8
201802,남성,50대,01시,67522.2
201802,남성,50대,02시,65374.5
201802,남성,50대,03시,64165.9
201802,남성,50대,04시,63676.1
201802,남성,50대,05시,64077.2
201802,남성,50대,06시,66483.8
201802,남성,50대,07시,82317.1
201802,남성,50대,08시,128592.5
201802,남성,50대,09시,194514.9
201802,남성,50대,10시,212625.1
201802,남성,50대,11시,223485.8
201802,남성,50대,12시,231811.8
201802,남성,50대,13시,233029.4
201802,남성,50대,14시,234245.4
201802,남성,50대,15시,232756.2
201802,남성,50대,16시,233000.4
201802,남성,50대,17시,229991.6
201802,남성,50대,18시,206398.4
201802,남성,50대,19시,147812.2
201802,남성,50대,20시,126855.6
201802,남성,50대,21시,112893.2
201802,남성,50대,22시,102237.1
201802,남성,50대,23시,92649.7
201802,남성,50대,24시,71476.8
201802,남성,60대,01시,35809.8
201802,남성,60대,02시,34847.6
201802,남성,60대,03시,34289.7
201802,남성,60대,04시,33853.1
201802,남성,60대,05시,33767
201802,남성,60대,06시,34376.2
201802,남성,60대,07시,38068.1
201802,남성,60대,08시,47898
201802,남성,60대,09시,61344.2
201802,남성,60대,10시,68606
201802,남성,60대,11시,72448.8
201802,남성,60대,12시,74822
201802,남성,60대,13시,76223.4
201802,남성,60대,14시,76708.4
201802,남성,60대,15시,77017.6
201802,남성,60대,16시,77571.8
201802,남성,60대,17시,74975.9
201802,남성,60대,18시,68398.2
201802,남성,60대,19시,57053.3
201802,남성,60대,20시,52453.2
201802,남성,60대,21시,50157.3
201802,남성,60대,22시,47699.9
201802,남성,60대,23시,45819.6
201802,남성,60대,24시,37273.9
201802,남성,70대 이상,01시,4986
201802,남성,70대 이상,01시,13085.9
201802,남성,70대 이상,02시,12982.3
201802,남성,70대 이상,02시,4946.4
201802,남성,70대 이상,03시,12903.4
201802,남성,70대 이상,03시,4916.2
201802,남성,70대 이상,04시,12865.2
201802,남성,70대 이상,04시,4901.4
201802,남성,70대 이상,05시,12863.3
201802,남성,70대 이상,05시,4900.9
201802,남성,70대 이상,06시,12908.9
201802,남성,70대 이상,06시,4918.9
201802,남성,70대 이상,07시,13100.2
201802,남성,70대 이상,07시,4992.9
201802,남성,70대 이상,08시,14212.6
201802,남성,70대 이상,08시,5421.3
201802,남성,70대 이상,09시,17479.4
201802,남성,70대 이상,09시,6673.2
201802,남성,70대 이상,10시,7068.9
201802,남성,70대 이상,10시,18510.8
201802,남성,70대 이상,11시,7404.6
201802,남성,70대 이상,11시,19386.3
201802,남성,70대 이상,12시,7601.3
201802,남성,70대 이상,12시,19900
201802,남성,70대 이상,13시,7719.6
201802,남성,70대 이상,13시,20209.1
201802,남성,70대 이상,14시,7760.2
201802,남성,70대 이상,14시,20315.4
201802,남성,70대 이상,15시,20331.7
201802,남성,70대 이상,15시,7767
201802,남성,70대 이상,16시,20576.8
201802,남성,70대 이상,16시,7860.6
201802,남성,70대 이상,17시,20721.1
201802,남성,70대 이상,17시,7914.9
201802,남성,70대 이상,18시,19432.1
201802,남성,70대 이상,18시,7420.1
201802,남성,70대 이상,19시,17313.7
201802,남성,70대 이상,19시,6608.5
201802,남성,70대 이상,20시,16220.4
201802,남성,70대 이상,20시,6189.3
201802,남성,70대 이상,21시,16440
201802,남성,70대 이상,21시,6271.7
201802,남성,70대 이상,22시,16330.6
201802,남성,70대 이상,22시,6229.2
201802,남성,70대 이상,23시,15670.3
201802,남성,70대 이상,23시,5976.2
201802,남성,70대 이상,24시,13360
201802,남성,70대 이상,24시,5090.8
201802,여성,10대,01시,27990.8
201802,여성,10대,02시,27127.7
201802,여성,10대,03시,26619.9
201802,여성,10대,04시,26304.7
201802,여성,10대,05시,26279.9
201802,여성,10대,06시,26685.6
201802,여성,10대,07시,27014.3
201802,여성,10대,08시,28805.3
201802,여성,10대,09시,34382.4
201802,여성,10대,10시,38471.1
201802,여성,10대,11시,41581.4
201802,여성,10대,12시,45729.1
201802,여성,10대,13시,49663.1
201802,여성,10대,14시,52808
201802,여성,10대,15시,54991.5
201802,여성,10대,16시,56729.2
201802,여성,10대,17시,58940.2
201802,여성,10대,18시,58318.4
201802,여성,10대,19시,55721.3
201802,여성,10대,20시,53348.2
201802,여성,10대,21시,51491.8
201802,여성,10대,22시,46652.9
201802,여성,10대,23시,41342.3
201802,여성,10대,24시,29379.6
201802,여성,10세 미만,01시,25265.2
201802,여성,10세 미만,02시,24477.2
201802,여성,10세 미만,03시,24013.3
201802,여성,10세 미만,04시,23726
201802,여성,10세 미만,05시,23702
201802,여성,10세 미만,06시,24070.6
201802,여성,10세 미만,07시,24373.3
201802,여성,10세 미만,08시,26007.9
201802,여성,10세 미만,09시,31096.3
201802,여성,10세 미만,10시,34831.9
201802,여성,10세 미만,11시,37678.3
201802,여성,10세 미만,12시,41469.7
201802,여성,10세 미만,13시,45061.1
201802,여성,10세 미만,14시,47931.1
201802,여성,10세 미만,15시,49926
201802,여성,10세 미만,16시,51517.4
201802,여성,10세 미만,17시,53537.3
201802,여성,10세 미만,18시,52970.6
201802,여성,10세 미만,19시,50605.8
201802,여성,10세 미만,20시,48446.2
201802,여성,10세 미만,21시,46757.6
201802,여성,10세 미만,22시,42338.3
201802,여성,10세 미만,23시,37484.8
201802,여성,10세 미만,24시,26538.8
201802,여성,20대,01시,37937.2
201802,여성,20대,02시,35938.5
201802,여성,20대,03시,34595.4
201802,여성,20대,04시,34029.3
201802,여성,20대,05시,34569.6
201802,여성,20대,06시,38835
201802,여성,20대,07시,43022.6
201802,여성,20대,08시,62694.9
201802,여성,20대,09시,121137.9
201802,여성,20대,10시,147284.7
201802,여성,20대,11시,159693.7
201802,여성,20대,12시,170447.9
201802,여성,20대,13시,178937.6
201802,여성,20대,14시,184673.1
201802,여성,20대,15시,183931
201802,여성,20대,16시,182761.9
201802,여성,20대,17시,180478.9
201802,여성,20대,18시,170086.3
201802,여성,20대,19시,126436
201802,여성,20대,20시,103014.1
201802,여성,20대,21시,89331.7
201802,여성,20대,22시,74509.7
201802,여성,20대,23시,63110.7
201802,여성,20대,24시,42150.3
201802,여성,30대,01시,36938.9
201802,여성,30대,02시,36015.4
201802,여성,30대,03시,35394.6
201802,여성,30대,04시,35300.3
201802,여성,30대,05시,35666.5
201802,여성,30대,06시,37319.1
201802,여성,30대,07시,40296.8
201802,여성,30대,08시,58609.9
201802,여성,30대,09시,120196.9
201802,여성,30대,10시,146145.4
201802,여성,30대,11시,156942.3
201802,여성,30대,12시,165360.2
201802,여성,30대,13시,169897.4
201802,여성,30대,14시,174392.3
201802,여성,30대,15시,174283.1
201802,여성,30대,16시,173267.2
201802,여성,30대,17시,169718.2
201802,여성,30대,18시,155138
201802,여성,30대,19시,108355.5
201802,여성,30대,20시,86904.6
201802,여성,30대,21시,74762
201802,여성,30대,22시,64790.3
201802,여성,30대,23시,57773.6
201802,여성,30대,24시,40207.6
201802,여성,40대,01시,52827
201802,여성,40대,02시,50298.5
201802,여성,40대,03시,49132.9
201802,여성,40대,04시,48532.7
201802,여성,40대,05시,48403.2
201802,여성,40대,06시,49976.6
201802,여성,40대,07시,54892.1
201802,여성,40대,08시,84925.9
201802,여성,40대,09시,164695.5
201802,여성,40대,10시,201664.3
201802,여성,40대,11시,217987.3
201802,여성,40대,12시,231963.3
201802,여성,40대,13시,236916.1
201802,여성,40대,14시,242124.3
201802,여성,40대,15시,243020.9
201802,여성,40대,16시,242151.3
201802,여성,40대,17시,237446.1
201802,여성,40대,18시,216913.6
201802,여성,40대,19시,157087.7
201802,여성,40대,20시,128745.3
201802,여성,40대,21시,113824.6
201802,여성,40대,22시,98894
201802,여성,40대,23시,88091.1
201802,여성,40대,24시,57063.3
201802,여성,50대,01시,56005
201802,여성,50대,02시,53178.2
201802,여성,50대,03시,50981
201802,여성,50대,04시,50104.7
201802,여성,50대,05시,49492.4
201802,여성,50대,06시,51025.5
201802,여성,50대,07시,58337.1
201802,여성,50대,08시,88989.7
201802,여성,50대,09시,139521
201802,여성,50대,10시,165346.2
201802,여성,50대,11시,177742.3
201802,여성,50대,12시,187508.5
201802,여성,50대,13시,191895.5
201802,여성,50대,14시,194924
201802,여성,50대,15시,195582.2
201802,여성,50대,16시,192990.4
201802,여성,50대,17시,187533.4
201802,여성,50대,18시,172326.9
201802,여성,50대,19시,138869
201802,여성,50대,20시,121243.5
201802,여성,50대,21시,110150.9
201802,여성,50대,22시,97150.7
