base_year_month,sex,age_range,time_range,residence_population_count
201801,남성,10대,01시,1234597.5
201801,남성,10대,02시,1233238.9
201801,남성,10대,03시,1231664.6
201801,남성,10대,04시,1232362.4
201801,남성,10대,05시,1232658.1
201801,남성,10대,06시,1230822.2
201801,남성,10대,07시,1222778
201801,남성,10대,08시,1165918.8
201801,남성,10대,09시,1091720.8
201801,남성,10대,10시,1043733.4
201801,남성,10대,11시,1003237.4
201801,남성,10대,12시,968698.9
201801,남성,10대,13시,933384.7
201801,남성,10대,14시,904731.2
201801,남성,10대,15시,879834.8
201801,남성,10대,16시,865464.1
201801,남성,10대,17시,862367.2
201801,남성,10대,18시,869164
201801,남성,10대,19시,883678.3
201801,남성,10대,20시,898033.8
201801,남성,10대,21시,918829.7
201801,남성,10대,22시,948043.4
201801,남성,10대,23시,982459.1
201801,남성,10대,24시,1238506.3
201801,남성,10세 미만,01시,1044879.2
201801,남성,10세 미만,02시,1043761.8
201801,남성,10세 미만,03시,1042524.2
201801,남성,10세 미만,04시,1043046.7
201801,남성,10세 미만,05시,1043322.3
201801,남성,10세 미만,06시,1041795.7
201801,남성,10세 미만,07시,1034743.3
201801,남성,10세 미만,08시,985950.3
201801,남성,10세 미만,09시,921130.6
201801,남성,10세 미만,10시,879144.7
201801,남성,10세 미만,11시,843391.7
201801,남성,10세 미만,12시,813268.5
201801,남성,10세 미만,13시,782232.3
201801,남성,10세 미만,14시,756981.7
201801,남성,10세 미만,15시,734925.4
201801,남성,10세 미만,16시,722217.3
201801,남성,10세 미만,17시,719044
201801,남성,10세 미만,18시,725081.9
201801,남성,10세 미만,19시,737532.7
201801,남성,10세 미만,20시,750118.1
201801,남성,10세 미만,21시,768462.5
201801,남성,10세 미만,22시,794022.5
201801,남성,10세 미만,23시,824413.3
201801,남성,10세 미만,24시,1047789.6
201801,남성,20대,01시,941430.3
201801,남성,20대,02시,951628.6
201801,남성,20대,03시,958634.6
201801,남성,20대,04시,963956.8
201801,남성,20대,05시,965523.9
201801,남성,20대,06시,958737.5
201801,남성,20대,07시,934060.3
201801,남성,20대,08시,854305.5
201801,남성,20대,09시,754916.4
201801,남성,20대,10시,703648.6
201801,남성,20대,11시,670840.8
201801,남성,20대,12시,646198
201801,남성,20대,13시,624609.8
201801,남성,20대,14시,603227.4
201801,남성,20대,15시,590142.4
201801,남성,20대,16시,585500.7
201801,남성,20대,17시,591839.1
201801,남성,20대,18시,613952.3
201801,남성,20대,19시,647668.5
201801,남성,20대,20시,668824.9
201801,남성,20대,21시,689392.3
201801,남성,20대,22시,719241
201801,남성,20대,23시,757239.8
201801,남성,20대,24시,930990.5
201801,남성,30대,01시,1230727.1
201801,남성,30대,02시,1238724.2
201801,남성,30대,03시,1241576.9
201801,남성,30대,04시,1243366.7
201801,남성,30대,05시,1239828.6
201801,남성,30대,06시,1222096.7
201801,남성,30대,07시,1170212.5
201801,남성,30대,08시,1032941.9
201801,남성,30대,09시,865004.2
201801,남성,30대,10시,777315.7
201801,남성,30대,11시,726557.6
201801,남성,30대,12시,691674.8
201801,남성,30대,13시,666135.5
201801,남성,30대,14시,644392.2
201801,남성,30대,15시,636213.6
201801,남성,30대,16시,643249.5
201801,남성,30대,17시,666381.3
201801,남성,30대,18시,716814.7
201801,남성,30대,19시,789910.2
201801,남성,30대,20시,837879.4
201801,남성,30대,21시,878840.1
201801,남성,30대,22시,924283.9
201801,남성,30대,23시,967499
201801,남성,30대,24시,1223833.8
201801,남성,40대,01시,1876990.4
201801,남성,40대,02시,1886447
201801,남성,40대,03시,1889284
201801,남성,40대,04시,1890082.5
201801,남성,40대,05시,1884682.7
201801,남성,40대,06시,1852036.8
201801,남성,40대,07시,1757404.5
201801,남성,40대,08시,1527873.8
201801,남성,40대,09시,1280920.5
201801,남성,40대,10시,1161480.3
201801,남성,40대,11시,1080972.4
201801,남성,40대,12시,1030225.3
201801,남성,40대,13시,998458.6
201801,남성,40대,14시,970149.7
201801,남성,40대,15시,963754.2
201801,남성,40대,16시,980391.3
201801,남성,40대,17시,1023103.7
201801,남성,40대,18시,1111770.7
201801,남성,40대,19시,1216284.6
201801,남성,40대,20시,1278030.1
201801,남성,40대,21시,1338953
201801,남성,40대,22시,1406078.4
201801,남성,40대,23시,1465794.4
201801,남성,40대,24시,1864335.6
201801,남성,50대,01시,1879338.9
201801,남성,50대,02시,1886607.8
201801,남성,50대,03시,1886710.6
201801,남성,50대,04시,1887019.8
201801,남성,50대,05시,1879141.2
201801,남성,50대,06시,1840407.8
201801,남성,50대,07시,1725534
201801,남성,50대,08시,1503891.6
201801,남성,50대,09시,1299222.3
201801,남성,50대,10시,1180847
201801,남성,50대,11시,1095844.5
201801,남성,50대,12시,1048203.2
201801,남성,50대,13시,1022879.5
201801,남성,50대,14시,997742.2
201801,남성,50대,15시,989095.1
201801,남성,50대,16시,1007999.8
201801,남성,50대,17시,1053806
201801,남성,50대,18시,1146111.7
201801,남성,50대,19시,1233201
201801,남성,50대,20시,1289689.8
201801,남성,50대,21시,1349816.1
201801,남성,50대,22시,1413926.2
201801,남성,50대,23시,1471442.3
201801,남성,50대,24시,1867545.5
201801,남성,60대,01시,1061394.4
201801,남성,60대,02시,1062713.2
201801,남성,60대,03시,1060290.2
201801,남성,60대,04시,1059043.1
201801,남성,60대,05시,1052167.2
201801,남성,60대,06시,1029430.6
201801,남성,60대,07시,976444.7
201801,남성,60대,08시,895989
201801,남성,60대,09시,807124.4
201801,남성,60대,10시,736462.6
201801,남성,60대,11시,682947.5
201801,남성,60대,12시,655377.2
201801,남성,60대,13시,642835.7
201801,남성,60대,14시,629281.5
201801,남성,60대,15시,623712.9
201801,남성,60대,16시,633762.2
201801,남성,60대,17시,659573.5
201801,남성,60대,18시,700187.2
201801,남성,60대,19시,730684.8
201801,남성,60대,20시,757133.4
201801,남성,60대,21시,785520.3
201801,남성,60대,22시,813149.3
201801,남성,60대,23시,833531.4
201801,남성,60대,24시,1056884.6
201801,남성,70대 이상,01시,501207.7
201801,남성,70대 이상,01시,189542.3
201801,남성,70대 이상,02시,189222
201801,남성,70대 이상,02시,500382.2
201801,남성,70대 이상,03시,497736.7
201801,남성,70대 이상,03시,188226.1
201801,남성,70대 이상,04시,496055.7
201801,남성,70대 이상,04시,187623.5
201801,남성,70대 이상,05시,492542.9
201801,남성,70대 이상,05시,186319.9
201801,남성,70대 이상,06시,487336.3
201801,남성,70대 이상,06시,184330.3
201801,남성,70대 이상,07시,180025.2
201801,남성,70대 이상,07시,475476.1
201801,남성,70대 이상,08시,455006.2
201801,남성,70대 이상,08시,172418.5
201801,남성,70대 이상,09시,421522.2
201801,남성,70대 이상,09시,160024.2
201801,남성,70대 이상,10시,386424.8
201801,남성,70대 이상,10시,146985.8
201801,남성,70대 이상,11시,359522.5
201801,남성,70대 이상,11시,136951.1
201801,남성,70대 이상,12시,344214.6
201801,남성,70대 이상,12시,131260.4
201801,남성,70대 이상,13시,128494.3
201801,남성,70대 이상,13시,336522.5
201801,남성,70대 이상,14시,331299.8
201801,남성,70대 이상,14시,126636.4
201801,남성,70대 이상,15시,329057.6
201801,남성,70대 이상,15시,125853.2
201801,남성,70대 이상,16시,332776
201801,남성,70대 이상,16시,127263
201801,남성,70대 이상,17시,341755.2
201801,남성,70대 이상,17시,130545
201801,남성,70대 이상,18시,355099.6
201801,남성,70대 이상,18시,135487
201801,남성,70대 이상,19시,364456.5
201801,남성,70대 이상,19시,138908.4
201801,남성,70대 이상,20시,141764.5
201801,남성,70대 이상,20시,372169.2
201801,남성,70대 이상,21시,378905.4
201801,남성,70대 이상,21시,144250.4
201801,남성,70대 이상,22시,384928.2
201801,남성,70대 이상,22시,146477.2
201801,남성,70대 이상,23시,389391.7
201801,남성,70대 이상,23시,148141.3
201801,남성,70대 이상,24시,500480.1
201801,남성,70대 이상,24시,189283.1
201801,여성,10대,01시,1162943.1
201801,여성,10대,02시,1161075.4
201801,여성,10대,03시,1159128.1
201801,여성,10대,04시,1158453.8
201801,여성,10대,05시,1157937
201801,여성,10대,06시,1155859.1
201801,여성,10대,07시,1149129.6
201801,여성,10대,08시,1114414.7
201801,여성,10대,09시,1045024.1
201801,여성,10대,10시,1001038.9
201801,여성,10대,11시,961468.3
201801,여성,10대,12시,924942.4
201801,여성,10대,13시,888161.8
201801,여성,10대,14시,855532.2
201801,여성,10대,15시,828569.3
201801,여성,10대,16시,811466
201801,여성,10대,17시,802129.6
201801,여성,10대,18시,805879.8
201801,여성,10대,19시,817931.1
201801,여성,10대,20시,831439.7
201801,여성,10대,21시,850940.7
201801,여성,10대,22시,880252.9
201801,여성,10대,23시,914422.9
201801,여성,10대,24시,1168269.6
201801,여성,10세 미만,01시,1051210.4
201801,여성,10세 미만,02시,1049520.3
201801,여성,10세 미만,03시,1047855.2
201801,여성,10세 미만,04시,1047247.5
201801,여성,10세 미만,05시,1046785.5
201801,여성,10세 미만,06시,1044730.7
201801,여성,10세 미만,07시,1038570.3
201801,여성,10세 미만,08시,1006565.6
201801,여성,10세 미만,09시,942874.3
201801,여성,10세 미만,10시,902241.6
201801,여성,10세 미만,11시,865904.9
201801,여성,10세 미만,12시,831930.1
201801,여성,10세 미만,13시,797363.5
201801,여성,10세 미만,14시,766513.2
201801,여성,10세 미만,15시,740862.5
201801,여성,10세 미만,16시,724177.7
201801,여성,10세 미만,17시,715036.6
201801,여성,10세 미만,18시,718264.9
201801,여성,10세 미만,19시,729383.8
201801,여성,10세 미만,20시,741949.8
201801,여성,10세 미만,21시,760280.5
201801,여성,10세 미만,22시,787715.7
201801,여성,10세 미만,23시,819376.1
201801,여성,10세 미만,24시,1055942.9
201801,여성,20대,01시,937366.6
201801,여성,20대,02시,941542.4
201801,여성,20대,03시,942898.7
201801,여성,20대,04시,944045.5
201801,여성,20대,05시,942866.3
201801,여성,20대,06시,933596.2
201801,여성,20대,07시,914677
201801,여성,20대,08시,852272
201801,여성,20대,09시,745176.5
201801,여성,20대,10시,687402.3
201801,여성,20대,11시,647896.6
201801,여성,20대,12시,615015.5
201801,여성,20대,13시,584360.4
201801,여성,20대,14시,557462.8
201801,여성,20대,15시,540755.1
201801,여성,20대,16시,534554.9
201801,여성,20대,17시,538638
201801,여성,20대,18시,556455.5
201801,여성,20대,19시,593291.1
201801,여성,20대,20시,623830.2
201801,여성,20대,21시,654228.5
201801,여성,20대,22시,695663.7
201801,여성,20대,23시,738625.2
201801,여성,20대,24시,932544
201801,여성,30대,01시,1307659.7
201801,여성,30대,02시,1308430.5
201801,여성,30대,03시,1305959.5
201801,여성,30대,04시,1305045.9
201801,여성,30대,05시,1302710.7
201801,여성,30대,06시,1293822.9
201801,여성,30대,07시,1273762.8
201801,여성,30대,08시,1203310.8
201801,여성,30대,09시,1047879.7
201801,여성,30대,10시,948139.1
201801,여성,30대,11시,881329.8
201801,여성,30대,12시,830213.4
201801,여성,30대,13시,795506.9
201801,여성,30대,14시,768347.4
201801,여성,30대,15시,755816.7
201801,여성,30대,16시,763849.7
201801,여성,30대,17시,790391.4
201801,여성,30대,18시,837126.1
201801,여성,30대,19시,897016.4
201801,여성,30대,20시,933421.5
201801,여성,30대,21시,969831.2
201801,여성,30대,22시,1008703.1
201801,여성,30대,23시,1040815.7
201801,여성,30대,24시,1309122.9
201801,여성,40대,01시,1886992.5
201801,여성,40대,02시,1889783.9
201801,여성,40대,03시,1887743.6
201801,여성,40대,04시,1887096.5
201801,여성,40대,05시,1882020
201801,여성,40대,06시,1866487
201801,여성,40대,07시,1827476
201801,여성,40대,08시,1698026.7
201801,여성,40대,09시,1469034.3
201801,여성,40대,10시,1320760.6
201801,여성,40대,11시,1221316.3
201801,여성,40대,12시,1152378.1
201801,여성,40대,13시,1105829.1
201801,여성,40대,14시,1068464.9
201801,여성,40대,15시,1051065
201801,여성,40대,16시,1061918.5
201801,여성,40대,17시,1099518.5
201801,여성,40대,18시,1176585
201801,여성,40대,19시,1263114.4
201801,여성,40대,20시,1311697.3
201801,여성,40대,21시,1363408.2
201801,여성,40대,22시,1423256.7
201801,여성,40대,23시,1476872.2
201801,여성,40대,24시,1882860.1
201801,여성,50대,01시,1700330.3
201801,여성,50대,02시,1700641.6
201801,여성,50대,03시,1697308.7
201801,여성,50대,04시,1694924.1
201801,여성,50대,05시,1687764.8
201801,여성,50대,06시,1666332.5
201801,여성,50대,07시,1610436.3
201801,여성,50대,08시,1482227.5
201801,여성,50대,09시,1317748.4
201801,여성,50대,10시,1198793.3
201801,여성,50대,11시,1109772.4
201801,여성,50대,12시,1048807.5
201801,여성,50대,13시,1009264.3
201801,여성,50대,14시,978549.1
201801,여성,50대,15시,964164.8
201801,여성,50대,16시,979553.7
201801,여성,50대,17시,1022021.3
201801,여성,50대,18시,1086906.5
201801,여성,50대,19시,1140092.1
201801,여성,50대,20시,1180646.6
201801,여성,50대,21시,1227122.1
201801,여성,50대,22시,1283511
201801,여성,50대,23시,1328169.2
201801,여성,50대,24시,1696446.6
201801,여성,60대,01시,1004528.7
201801,여성,60대,02시,1003759.7
201801,여성,60대,03시,1000936.6
201801,여성,60대,04시,999049.5
201801,여성,60대,05시,993622
201801,여성,60대,06시,980310.8
201801,여성,60대,07시,942141.4
201801,여성,60대,08시,888755.6
201801,여성,60대,09시,823213.2
201801,여성,60대,10시,756971
201801,여성,60대,11시,704856.6
201801,여성,60대,12시,668733.2
201801,여성,60대,13시,647599.1
201801,여성,60대,14시,632026.2
201801,여성,60대,15시,626023.3
201801,여성,60대,16시,636014.3
201801,여성,60대,17시,662641.5
201801,여성,60대,18시,693345.7
201801,여성,60대,19시,713866.7
201801,여성,60대,20시,729660.9
201801,여성,60대,21시,750271.1
201801,여성,60대,22시,771745.5
201801,여성,60대,23시,786851.7
201801,여성,60대,24시,1004927.5
201801,여성,70대 이상,01시,573664.7
201801,여성,70대 이상,01시,414290.5
201801,여성,70대 이상,02시,572789.4
201801,여성,70대 이상,02시,413634.7
201801,여성,70대 이상,03시,571957.1
201801,여성,70대 이상,03시,413162.5
201801,여성,70대 이상,04시,570846.6
201801,여성,70대 이상,04시,412422.8
201801,여성,70대 이상,05시,567526.8
201801,여성,70대 이상,05시,410192.9
201801,여성,70대 이상,06시,561900.2
201801,여성,70대 이상,06시,406363.7
201801,여성,70대 이상,07시,546755.9
201801,여성,70대 이상,07시,395901.2
201801,여성,70대 이상,08시,524723.5
201801,여성,70대 이상,08시,380381.2
201801,여성,70대 이상,09시,495928.6
201801,여성,70대 이상,09시,359900.8
201801,여성,70대 이상,10시,464044.8
201801,여성,70대 이상,10시,337644.4
201801,여성,70대 이상,11시,437304.2
201801,여성,70대 이상,11시,318786
201801,여성,70대 이상,12시,417533.7
201801,여성,70대 이상,12시,305103.8
201801,여성,70대 이상,13시,404926.7
201801,여성,70대 이상,13시,296414.7
201801,여성,70대 이상,14시,290334.7
201801,여성,70대 이상,14시,396204.8
201801,여성,70대 이상,15시,392815.2
201801,여성,70대 이상,15시,288168.8
201801,여성,70대 이상,16시,396995.4
201801,여성,70대 이상,16시,291091.9
201801,여성,70대 이상,17시,407041.7
201801,여성,70대 이상,17시,298528.2
201801,여성,70대 이상,18시,422735.8
201801,여성,70대 이상,18시,309374.7
201801,여성,70대 이상,19시,317807.4
201801,여성,70대 이상,19시,434404.3
201801,여성,70대 이상,20시,321656.3
201801,여성,70대 이상,20시,439658.1
201801,여성,70대 이상,21시,326019
201801,여성,70대 이상,21시,445781.4
201801,여성,70대 이상,22시,330129.4
201801,여성,70대 이상,22시,451576
201801,여성,70대 이상,23시,455980.2
201801,여성,70대 이상,23시,333325.9
201801,여성,70대 이상,24시,573749.4
201801,여성,70대 이상,24시,414292.6
201802,남성,10대,01시,1133042
201802,남성,10대,02시,1134192.3
201802,남성,10대,03시,1135651.4
201802,남성,10대,04시,1137309.3
201802,남성,10대,05시,1138605.9
201802,남성,10대,06시,1137624.4
201802,남성,10대,07시,1132113.3
201802,남성,10대,08시,1107777.6
201802,남성,10대,09시,1065159.8
201802,남성,10대,10시,1021185.9
201802,남성,10대,11시,980993.7
201802,남성,10대,12시,941440.4
201802,남성,10대,13시,900984.8
201802,남성,10대,14시,864170.5
201802,남성,10대,15시,832961.1
201802,남성,10대,16시,814200.7
201802,남성,10대,17시,802246.8
201802,남성,10대,18시,798974.2
201802,남성,10대,19시,808673.8
201802,남성,10대,20시,818681.4
201802,남성,10대,21시,837640.5
201802,남성,10대,22시,866018.1
201802,남성,10대,23시,896651.5
201802,남성,10대,24시,1127499.4
201802,남성,10세 미만,01시,960981.4
201802,남성,10세 미만,02시,961913.9
201802,남성,10세 미만,03시,963243
201802,남성,10세 미만,04시,964623.5
201802,남성,10세 미만,05시,965673.1
201802,남성,10세 미만,06시,964776.1
201802,남성,10세 미만,07시,960161.6
201802,남성,10세 미만,08시,939088.8
201802,남성,10세 미만,09시,902414.8
201802,남성,10세 미만,10시,864316.9
201802,남성,10세 미만,11시,829236
201802,남성,10세 미만,12시,794507
201802,남성,10세 미만,13시,758966.2
201802,남성,10세 미만,14시,726425.3
201802,남성,10세 미만,15시,698868.1
201802,남성,10세 미만,16시,682213.2
201802,남성,10세 미만,17시,671474.4
201802,남성,10세 미만,18시,668647
201802,남성,10세 미만,19시,677406.1
201802,남성,10세 미만,20시,686369.9
201802,남성,10세 미만,21시,702838.8
201802,남성,10세 미만,22시,727464
201802,남성,10세 미만,23시,754523.2
201802,남성,10세 미만,24시,956129
201802,남성,20대,01시,862369.7
201802,남성,20대,02시,873864.1
201802,남성,20대,03시,883027.1
201802,남성,20대,04시,890288.3
201802,남성,20대,05시,892842.7
201802,남성,20대,06시,887009.2
201802,남성,20대,07시,865702.8
201802,남성,20대,08시,796320.3
201802,남성,20대,09시,707640.7
201802,남성,20대,10시,659058.2
201802,남성,20대,11시,628641.3
201802,남성,20대,12시,604578.8
201802,남성,20대,13시,581939.3
201802,남성,20대,14시,561171.4
201802,남성,20대,15시,549147.8
201802,남성,20대,16시,543983.3
201802,남성,20대,17시,549338.8
201802,남성,20대,18시,566282.1
201802,남성,20대,19시,594999.8
201802,남성,20대,20시,612462.9
201802,남성,20대,21시,629394
201802,남성,20대,22시,655697
201802,남성,20대,23시,690220.2
201802,남성,20대,24시,843399.4
201802,남성,30대,01시,1085244.9
201802,남성,30대,02시,1094390
201802,남성,30대,03시,1100462.4
201802,남성,30대,04시,1103361
201802,남성,30대,05시,1101142.4
201802,남성,30대,06시,1086840.4
201802,남성,30대,07시,1043139.7
201802,남성,30대,08시,922562.1
201802,남성,30대,09시,778796.8
201802,남성,30대,10시,701013.9
201802,남성,30대,11시,654683.2
201802,남성,30대,12시,620762.8
201802,남성,30대,13시,595690.4
201802,남성,30대,14시,576575.9
201802,남성,30대,15시,568638.4
201802,남성,30대,16시,576295.8
201802,남성,30대,17시,593880.5
201802,남성,30대,18시,635546.4
201802,남성,30대,19시,694347.4
201802,남성,30대,20시,733935.9
201802,남성,30대,21시,771093.7
201802,남성,30대,22시,810937.8
201802,남성,30대,23시,850884.6
201802,남성,30대,24시,1071070.6
201802,남성,40대,01시,1664835.5
201802,남성,40대,02시,1677006.7
201802,남성,40대,03시,1684218.2
201802,남성,40대,04시,1686469.5
201802,남성,40대,05시,1682166.3
201802,남성,40대,06시,1655076.9
201802,남성,40대,07시,1573680.9
201802,남성,40대,08시,1372415.4
201802,남성,40대,09시,1163596.7
201802,남성,40대,10시,1051981.7
201802,남성,40대,11시,980110.3
201802,남성,40대,12시,933385.9
201802,남성,40대,13시,900824.9
201802,남성,40대,14시,876505.5
201802,남성,40대,15시,871474.8
201802,남성,40대,16시,884332.9
201802,남성,40대,17시,918515.7
201802,남성,40대,18시,988575.1
201802,남성,40대,19시,1074437.8
201802,남성,40대,20시,1129708.1
201802,남성,40대,21시,1181750.8
201802,남성,40대,22시,1242219.7
201802,남성,40대,23시,1296410.5
201802,남성,40대,24시,1644796.9
201802,남성,50대,01시,1680665.7
201802,남성,50대,02시,1691268.5
201802,남성,50대,03시,1696977.9
201802,남성,50대,04시,1698571.5
201802,남성,50대,05시,1691965.9
201802,남성,50대,06시,1659562.9
201802,남성,50대,07시,1563759.4
201802,남성,50대,08시,1372219.2
201802,남성,50대,09시,1188168.2
201802,남성,50대,10시,1078521.3
201802,남성,50대,11시,1003850
201802,남성,50대,12시,957663.6
201802,남성,50대,13시,932413.1
201802,남성,50대,14시,908949.8
201802,남성,50대,15시,903152.8
201802,남성,50대,16시,916616.3
201802,남성,50대,17시,951567.7
201802,남성,50대,18시,1024170.7
201802,남성,50대,19시,1098634.4
201802,남성,50대,20시,1149915.7
201802,남성,50대,21시,1204237.2
201802,남성,50대,22시,1265517.6
201802,남성,50대,23시,1318282.9
201802,남성,50대,24시,1661890.3
201802,남성,60대,01시,950786
201802,남성,60대,02시,954039
201802,남성,60대,03시,955308.4
201802,남성,60대,04시,955299.7
201802,남성,60대,05시,949613
201802,남성,60대,06시,930880.2
201802,남성,60대,07시,887120.9
201802,남성,60대,08시,815523.1
201802,남성,60대,09시,732349.1
201802,남성,60대,10시,665808.8
201802,남성,60대,11시,619268.4
201802,남성,60대,12시,596243.1
201802,남성,60대,13시,583545.1
201802,남성,60대,14시,571197.6
201802,남성,60대,15시,566908.2
201802,남성,60대,16시,574118.3
201802,남성,60대,17시,597062.6
201802,남성,60대,18시,629982.3
201802,남성,60대,19시,657884.9
201802,남성,60대,20시,681389.6
201802,남성,60대,21시,707164.4
201802,남성,60대,22시,731168.7
201802,남성,60대,23시,749925.7
201802,남성,60대,24시,944466.4
201802,남성,70대 이상,01시,169544.6
201802,남성,70대 이상,01시,448687.4
201802,남성,70대 이상,02시,448521.4
201802,남성,70대 이상,02시,169460
201802,남성,70대 이상,03시,448013.8
201802,남성,70대 이상,03시,169277.3
201802,남성,70대 이상,04시,447343
201802,남성,70대 이상,04시,169032.8
201802,남성,70대 이상,05시,444321.8
201802,남성,70대 이상,05시,167925.3
201802,남성,70대 이상,06시,439574.5
201802,남성,70대 이상,06시,166143.6
201802,남성,70대 이상,07시,429024
201802,남성,70대 이상,07시,162348.4
201802,남성,70대 이상,08시,409024.3
201802,남성,70대 이상,08시,154930.1
201802,남성,70대 이상,09시,377698.7
201802,남성,70대 이상,09시,143412
201802,남성,70대 이상,10시,131879
201802,남성,70대 이상,10시,346793.8
201802,남성,70대 이상,11시,123154.1
201802,남성,70대 이상,11시,323352
201802,남성,70대 이상,12시,118440.8
201802,남성,70대 이상,12시,310622.6
201802,남성,70대 이상,13시,116219.1
201802,남성,70대 이상,13시,304524.4
201802,남성,70대 이상,14시,113977.7
201802,남성,70대 이상,14시,298374.2
201802,남성,70대 이상,15시,296385.9
201802,남성,70대 이상,15시,113320.3
201802,남성,70대 이상,16시,299493.5
201802,남성,70대 이상,16시,114509.7
201802,남성,70대 이상,17시,307806.6
201802,남성,70대 이상,17시,117603.1
201802,남성,70대 이상,18시,319744.3
201802,남성,70대 이상,18시,121926.9
201802,남성,70대 이상,19시,327547.1
201802,남성,70대 이상,19시,124773.2
201802,남성,70대 이상,20시,334816
201802,남성,70대 이상,20시,127467.5
201802,남성,70대 이상,21시,340075.3
201802,남성,70대 이상,21시,129444.7
201802,남성,70대 이상,22시,346564.2
201802,남성,70대 이상,22시,131868
201802,남성,70대 이상,23시,351238.7
201802,남성,70대 이상,23시,133584.3
201802,남성,70대 이상,24시,447828.5
201802,남성,70대 이상,24시,169235.3
201802,여성,10대,01시,1064286.2
201802,여성,10대,02시,1064413.7
201802,여성,10대,03시,1064879.6
201802,여성,10대,04시,1064976.4
201802,여성,10대,05시,1064769.5
201802,여성,10대,06시,1063257.2
201802,여성,10대,07시,1058330.5
201802,여성,10대,08시,1041435.7
201802,여성,10대,09시,1004995.8
201802,여성,10대,10시,966679.1
201802,여성,10대,11시,926764.5
201802,여성,10대,12시,886551.4
201802,여성,10대,13시,845030
201802,여성,10대,14시,807529.2
201802,여성,10대,15시,774740.5
201802,여성,10대,16시,750186.7
201802,여성,10대,17시,739546
201802,여성,10대,18시,739143.8
201802,여성,10대,19시,746615
201802,여성,10대,20시,757455.3
201802,여성,10대,21시,775047.5
201802,여성,10대,22시,802679
201802,여성,10대,23시,833650.5
201802,여성,10대,24시,1060809.5
201802,여성,10세 미만,01시,963231.5
201802,여성,10세 미만,02시,963477.9
201802,여성,10세 미만,03시,963934.7
201802,여성,10세 미만,04시,964029.7
201802,여성,10세 미만,05시,963791.2
201802,여성,10세 미만,06시,962386.8
201802,여성,10세 미만,07시,957949.7
201802,여성,10세 미만,08시,942602.1
201802,여성,10세 미만,09시,909219.9
201802,여성,10세 미만,10시,873684.2
201802,여성,10세 미만,11시,836515.7
201802,여성,10세 미만,12시,799021.5
201802,여성,10세 미만,13시,759922.4
201802,여성,10세 미만,14시,724821.3
201802,여성,10세 미만,15시,694195.5
201802,여성,10세 미만,16시,671133.7
201802,여성,10세 미만,17시,660760.5
201802,여성,10세 미만,18시,660092.5
201802,여성,10세 미만,19시,666884.5
201802,여성,10세 미만,20시,677087.1
201802,여성,10세 미만,21시,693438.6
201802,여성,10세 미만,22시,718929.3
201802,여성,10세 미만,23시,747599.7
201802,여성,10세 미만,24시,960088.4
201802,여성,20대,01시,869595.8
201802,여성,20대,02시,876037.6
201802,여성,20대,03시,879896.4
201802,여성,20대,04시,881983.7
201802,여성,20대,05시,881287.6
201802,여성,20대,06시,872897.3
201802,여성,20대,07시,856676.6
201802,여성,20대,08시,804192.6
201802,여성,20대,09시,708322
201802,여성,20대,10시,653061.1
201802,여성,20대,11시,615037.1
201802,여성,20대,12시,581661.6
201802,여성,20대,13시,548336.6
201802,여성,20대,14시,521891.5
201802,여성,20대,15시,506447.9
201802,여성,20대,16시,500273
201802,여성,20대,17시,502453.4
201802,여성,20대,18시,516595.2
201802,여성,20대,19시,545815.1
201802,여성,20대,20시,571622.4
201802,여성,20대,21시,598949.8
201802,여성,20대,22시,637121.3
201802,여성,20대,23시,677486.2
201802,여성,20대,24시,856064.2
201802,여성,30대,01시,1151253.9
201802,여성,30대,02시,1153355.9
201802,여성,30대,03시,1154471.6
201802,여성,30대,04시,1154031.7
201802,여성,30대,05시,1152157.3
201802,여성,30대,06시,1144646.4
201802,여성,30대,07시,1127401.4
201802,여성,30대,08시,1067356.6
201802,여성,30대,09시,938083.7
201802,여성,30대,10시,846378.9
201802,여성,30대,11시,783548
201802,여성,30대,12시,736621.6
201802,여성,30대,13시,703511.8
201802,여성,30대,14시,676677.9
201802,여성,30대,15시,665631.6
201802,여성,30대,16시,672032
201802,여성,30대,17시,693485
201802,여성,30대,18시,730516.5
201802,여성,30대,19시,779839
201802,여성,30대,20시,811440
201802,여성,30대,21시,844872.7
201802,여성,30대,22시,881263.5
201802,여성,30대,23시,911971.3
201802,여성,30대,24시,1144830
201802,여성,40대,01시,1677557.9
201802,여성,40대,02시,1682290.4
201802,여성,40대,03시,1684500.3
201802,여성,40대,04시,1685114.8
201802,여성,40대,05시,1682226.5
201802,여성,40대,06시,1670444.3
201802,여성,40대,07시,1637989.6
201802,여성,40대,08시,1531224.9
201802,여성,40대,09시,1332270
201802,여성,40대,10시,1195217.6
201802,여성,40대,11시,1103125.9
201802,여성,40대,12시,1039790.8
201802,여성,40대,13시,995429.6
201802,여성,40대,14시,958543
201802,여성,40대,15시,941926.5
201802,여성,40대,16시,948726
201802,여성,40대,17시,978859
201802,여성,40대,18시,1039328.2
201802,여성,40대,19시,1112865.9
201802,여성,40대,20시,1158098.8
201802,여성,40대,21시,1203410.8
201802,여성,40대,22시,1261165.6
201802,여성,40대,23시,1310153.9
201802,여성,40대,24시,1665872.4
201802,여성,50대,01시,1530325.4
201802,여성,50대,02시,1533495.4
201802,여성,50대,03시,1535268.1
201802,여성,50대,04시,1534575.6
201802,여성,50대,05시,1529537.9
